NP_570602.2	A1BG
NP_001882.1	CSN2
NP_001381926.1	CSN3
NP_001883.4	CSNK1A1
NP_001884.2	CSNK1D
NP_689407.1	CSNK1E
NP_001310.3	CSNK1G2
NP_001351069.1	CSNK1G3
NP_808227.1	CSNK2A1
NP_001887.1	CSNK2A2
NP_001311.3	CSNK2B
NP_004376.2	VCAN
NP_004377.2	NCAN
NP_001888.2	CSPG4
NP_004069.1	CSRP1
NP_001312.1	CSRP2
NP_036272.2	SLC25A10
NP_001889.2	CST1
NP_001313.1	CST2
NP_000090.1	CST3
NP_001890.1	CST4
NP_001891.2	CST5
NP_001314.1	CST6
NP_005204.1	CSTA
NP_000091.1	CSTB
NP_001315.1	CSTF1
NP_001316.1	CSTF2
NP_001317.1	CSTF3
NP_004378.1	NKX2-5
NP_001318.1	CTAG1B
NP_004379.1	CTBS
NP_001012632.1	CTBP1
NP_001320.1	CTBP2
NP_001321.1	CTF1
NP_001892.2	CCN2
NP_001893.2	CTH
NP_005205.2	CTLA4
NP_001894.2	CTNNA1
NP_001269526.1	CTNNA2
NP_004928.2	CTNS
NP_001895.1	CTNNB1
NP_001078927.1	CTNND1
NP_001323.1	CTNND2
NP_001896.2	CTPS1
NP_001897.4	CTRB1
NP_001898.1	CTRL
NP_001899.1	CTSB
NP_001900.1	CTSD
NP_001901.1	CTSE
NP_001902.1	CTSG
NP_004381.2	CTSH
NP_000387.1	CTSK
NP_001903.1	CTSL
NP_001324.2	CTSV
NP_001325.1	CTSO
NP_004070.3	CTSS
NP_001326.3	CTSW
NP_001327.2	CTSZ
NP_853530.2	CUX1
NP_001904.2	CUX1
NP_001328.1	CX3CR1
NP_001329.1	CXADR
NP_001577.1	TEX28
NP_683725.1	CYB5A
NP_001906.3	CYB561
NP_000092.2	CYBA
NP_000388.2	CYBB
NP_001907.3	CYC1
NP_066941.1	CYLC1
NP_001331.1	CYLC2
NP_001365672.1	CYLD
NP_001306146.1	CYP1A1
NP_000752.2	CYP1A2
NP_000095.2	CYP1B1
NP_000753.3	CYP2A6
NP_000755.2	CYP2A7
NP_000756.3	CYP3A7
NP_000757.2	CYP2A13
NP_000758.1	CYP2B6
NP_000760.1	CYP2C19
NP_000761.3	CYP2C8
NP_000762.2	CYP2C9
NP_000763.1	CYP2C18
NP_000097.3	CYP2D6
NP_000764.1	CYP2E1
NP_000765.2	CYP2F1
NP_000766.2	CYP2J2
NP_059488.2	CYP3A4
NP_000768.1	CYP3A5
NP_000769.2	CYP4A11
NP_001093242.1	CYP4B1
NP_000771.2	CYP7A1
NP_004382.2	CYP8B1
NP_000772.2	CYP11A1
NP_000488.3	CYP11B1
NP_000489.3	CYP11B2
NP_000093.1	CYP17A1
NP_000094.2	CYP19A1
NP_000491.4	CYP21A2
NP_000773.2	CYP24A1
NP_000774.2	CYP26A1
NP_000775.1	CYP27A1
NP_000776.1	CYP27B1
NP_000777.1	CYP51A1
NP_001352721.1	DAB1
NP_001334.2	DAB2
NP_542937.3	DACH1
NP_001335.1	DAD1
NP_000565.1	CD55
NP_004384.5	DAG1
NP_001336.2	DGKA
NP_001337638.1	DGKB
NP_001337.2	DGKG
NP_001338.2	DGKQ
NP_001908.3	DAO
NP_004385.1	DAP
NP_004929.2	DAPK1
NP_001339.1	DAPK3
NP_001340.2	DARS1
NP_001135441.1	DAXX
NP_004072.3	DAZ1
NP_001342.2	DAZL
NP_055433.2	BRINP1
NP_000778.3	DBH
NP_001073331.1	DBI
NP_001350470.2	DBN1
NP_001343.2	DBP
NP_001909.4	DBT
NP_005206.2	DCC
NP_001910.2	ECI1
NP_000779.1	DCK
NP_001911.1	DCN
NP_001912.2	DCTD
NP_000780.1	ACE
NP_001913.2	DCT
NP_004073.2	DCTN1
NP_001182482.1	DCX
NP_001914.3	DDB1
NP_000098.1	DDB2
NP_001076440.2	DDC
NP_001344.2	AKR1C1
NP_001380321.1	AKR1C2
NP_001915.1	GADD45A
NP_004074.2	DDIT3
NP_005207.3	DDOST
NP_001077861.1	DDT
NP_004930.1	DDX1
NP_001347.3	DDX3X
NP_004387.1	DDX5
NP_004388.2	DDX6
NP_001277250.1	DMXL1
NP_004932.1	DHX8
NP_001348.2	DHX9
NP_004389.2	DDX10
NP_085911.2	DDX11
NP_001349.2	DHX15
NP_001350.1	DECR1
NP_004075.1	DEFA1
NP_005208.1	DEFA3
NP_001916.1	DEFA4
NP_066290.1	DEFA5
NP_001917.1	DEFA6
NP_005209.1	DEFB1
NP_004933.1	DEFB4A
NP_001918.3	DES
NP_001919.2	CFD
NP_004392.1	DFFA
NP_004393.1	DFFB
NP_004076.1	TIMM8A
NP_001120925.1	GSDME
NP_004077.1	COCH
NP_550438.1	DGUOK
NP_001351.2	DHCR7
NP_055577.1	DHCR24
NP_000782.1	DHFR
NP_001352.2	DHODH
NP_001921.1	DHPS
NP_000389.1	CYB5R3
NP_000894.1	NQO1
NP_005210.3	DIAPH1
NP_006720.1	DIAPH2
NP_001352906.1	SEPTIN1
NP_000783.2	DIO1
NP_054644.1	DIO2
NP_001353.4	DIO3
NP_001354.1	DKC1
NP_001922.2	DLAT
NP_000099.2	DLD
NP_001353136.1	DLG1
NP_001136171.1	DLG2
NP_066943.2	DLG3
NP_001308004.1	DLG4
NP_001924.2	DLST
NP_835221.2	DLX1
NP_004396.1	DLX2
NP_005211.1	DLX3
NP_612138.1	DLX4
NP_005212.1	DLX5
NP_005213.3	DLX6
NP_001364459.1	DMBT1
NP_003997.2	DMD
NP_001128179.1	SARDH
NP_004398.1	DMP1
NP_004399.2	DNM1
NP_004400.4	DMPK
NP_068770.2	DMRT1
NP_004934.1	DMWD
NP_001073918.2	DNA2
NP_001360.1	DNAH5
NP_001361.1	DNAH6
NP_001193856.1	DNAH8
NP_001363.2	DNAH9
NP_005214.2	DNASE1
NP_001290549.1	DNASE1L1
NP_001365.1	DNASE1L2
NP_004935.1	DNASE1L3
NP_001366.1	DNASE2
NP_001367.2	DYNC1H1
NP_001129028.1	DYNC1I1
NP_001369.1	DYNC1I2
NP_006132.1	DYNC1LI2
NP_001005361.1	DNM2
NP_001124295.1	DNMT1
NP_004403.1	TRDMT1
NP_072046.2	DNMT3A
NP_008823.1	DNMT3B
NP_004079.3	DNTT
NP_001277152.2	DOCK1
NP_004937.1	DOCK2
NP_004938.1	DOCK3
NP_001372.1	DOK1
NP_005501.2	DXO
NP_001373.2	DPAGT1
NP_001376395.1	DPEP1
NP_001374.4	DPH1
NP_001375.2	DPH2
NP_001926.2	DPP4
NP_570629.2	DPP6
NP_001928.2	DPT
NP_000101.2	DPYD
NP_001376.1	DPYS
NP_001184222.1	DPYSL2
NP_001184223.1	DPYSL3
NP_001929.1	DR1
NP_000102.1	SLC26A3
NP_000785.1	DRD1
NP_000786.1	DRD2
NP_000787.2	DRD3
NP_000788.2	DRD4
NP_000789.1	DRD5
NP_001379.1	DRG2
NP_005215.1	ARID3A
NP_001930.2	DRP2
NP_001931.2	ATN1
NP_077739.1	DSC1
NP_077740.1	DSC2
NP_001932.2	DSC3
NP_001380.2	DSCAM
NP_004405.3	RCAN1
NP_001933.2	DSG1
NP_001934.2	DSG2
NP_001935.2	DSG3
NP_932174.1	TSC22D3
NP_004406.2	DSP
NP_004941.2	EPYC
NP_055023.2	DSPP
NP_000103.2	SLC26A2
NP_001373724.1	DTNA
NP_068707.1	DTNB
NP_001936.1	HBEGF
NP_004407.2	DTX1
NP_036277.2	DTYMK
NP_001384.1	ECM2
NP_004408.1	DUSP1
NP_004409.1	DUSP2
NP_004081.1	DUSP3
NP_001385.1	DUSP4
NP_004410.3	DUSP5
NP_001937.2	DUSP6
NP_001938.2	DUSP7
NP_004411.2	DUSP8
NP_001305432.1	DUSP9
NP_001020419.1	DUT
NP_001317240.1	DVL1
NP_004413.1	DVL2
NP_004414.3	DVL3
NP_001334650.1	DYRK1A
NP_000104.1	TOR1A
NP_005216.1	E2F1
NP_004082.1	E2F2
NP_001940.1	E2F3
NP_001941.2	E2F4
NP_001942.2	E2F5
NP_937987.2	E2F6
NP_004415.4	E4F1
NP_076870.1	EBF1
NP_004942.1	GPR183
NP_001388.1	ECE1
NP_001944.1	TYMP
NP_001389.2	ECH1
NP_004083.3	ECHS1
NP_004416.2	ECM1
NP_001245244.1	ECT2
NP_001390.1	EDA
NP_001391.2	S1PR1
NP_001338340.1	LPAR1
NP_005217.2	S1PR3
NP_001946.3	EDN1
NP_001947.1	EDN2
NP_996917.1	EDN3
NP_001948.1	EDNRA
NP_001116131.1	EDNRB
NP_004417.2	PHC1
NP_001372038.1	PHC2
NP_001393.1	EEF1A1
NP_001949.1	EEF1A2
NP_001950.1	EEF1B2
NP_001123525.3	EEF1D
NP_001395.1	EEF1G
NP_001952.1	EEF2
NP_008824.2	EIF2D
NP_004419.2	EFNA1
NP_001396.2	EFNA2
NP_004943.1	EFNA3
NP_005218.1	EFNA4
NP_001953.1	EFNA5
NP_004420.1	EFNB1
NP_004084.1	EFNB2
NP_001397.1	EFNB3
NP_001954.2	EGF
NP_001398.2	CELSR3
NP_001399.1	CELSR2
NP_001400.3	MEGF6
NP_001258867.1	MEGF8
NP_001073966.2	MEGF9
NP_005219.2	EGFR
NP_001955.1	EGR1
NP_000390.2	EGR2
NP_004421.2	EGR3
NP_001956.4	EGR4
NP_001957.2	EHHADH
NP_001403.1	EIF1AX
NP_004085.1	EIF2S1
NP_001405.1	EIF2B1
NP_001406.1	EIF2S3
NP_004422.2	EPHA2
NP_001407.1	EIF4A1
NP_001958.2	EIF4A2
NP_001408.2	EIF4B
NP_001959.1	EIF4E
NP_004086.1	EIF4EBP1
NP_004087.1	EIF4EBP2
NP_937884.2	EIF4G1
NP_001409.3	EIF4G2
NP_001960.2	EIF5
NP_001961.1	EIF5A
NP_001962.3	CELA1
NP_001963.1	ELANE
NP_109591.1	SERPINB1
NP_004423.2	ELAVL2
NP_001410.2	ELAVL1
NP_001411.2	ELAVL3
NP_001138246.1	ELAVL4
NP_758961.1	ELF1
NP_001317965.1	ELF2
NP_004424.3	ELF3
NP_001412.1	ELF4
NP_001413.1	ELF5
NP_001107595.1	ELK1
NP_005221.2	ELK3
NP_001964.2	ELK4
NP_000492.2	ELN
NP_004425.2	EML1
NP_000108.1	EMD
NP_001034558.2	MARK2
NP_001414.1	EMP1
NP_001415.1	EMP2
NP_001416.1	EMP3
NP_001965.3	ADGRE1
NP_004088.2	EMX1
NP_005222.2	CTTN
NP_004089.1	EMX2
NP_001417.3	EN1
NP_001418.2	EN2
NP_004426.2	ENDOG
NP_001108225.1	ENG
NP_001419.1	ENO1
NP_001966.1	ENO2
NP_443739.3	ENO3
NP_001968.3	ENPEP
NP_004427.1	ENSA
NP_001359256.1	SLC29A1
NP_001420.2	EP300
NP_001421.2	EPAS1
NP_001362942.1	EPB41
NP_036288.2	EPB41L1
NP_001422.1	EPB41L2
NP_001107606.1	EPB42
NP_001374680.1	DMTN
NP_004090.4	STOM
NP_005223.4	EPHA1
NP_005224.2	EPHA3
NP_004429.1	EPHA4
NP_001268695.1	EPHA5
NP_004431.1	EPHA7
NP_065387.1	EPHA8
NP_004432.1	EPHB1
NP_059145.2	EPHB2
NP_004434.2	EPHB3
NP_004435.3	EPHB4
NP_004436.4	EPHB6
NP_001129490.1	EPHX1
NP_001970.2	EPHX2
NP_919337.1	STX2
NP_061764.2	CLN8
NP_000790.2	EPO
NP_000112.1	EPOR
NP_004437.2	EPRS1
NP_004438.3	EPS8
NP_001972.1	EPS15
NP_005225.2	NR2F6
NP_004439.2	ERBB2
NP_001973.2	ERBB3
NP_005226.1	ERBB4
NP_001974.1	ERCC1
NP_000391.1	ERCC2
NP_001423.1	EREG
NP_004091.3	EYA4
NP_000113.1	ERCC3
NP_005227.1	ERCC4
NP_000114.3	ERCC5
NP_000115.1	ERCC6
NP_001263987.1	ERCC6
NP_006485.2	ERF
NP_891548.1	ERG
NP_004441.1	ERH
NP_001424.3	ERN1
NP_001007254.2	ERV3-1
NP_001427.2	FBL
NP_001975.1	ESD
NP_000116.2	ESR1
NP_001428.1	ESR2
NP_004442.3	ESRRA
NP_001366109.1	ESRRB
NP_001429.2	ESRRG
NP_004721.1	ETF1
NP_000117.1	ETFA
NP_001976.1	ETFB
NP_004444.2	ETFDH
NP_001137292.1	ETS1
NP_005230.1	ETS2
NP_004947.2	ETV1
NP_055024.2	ETV2
NP_001138784.1	ETV3
NP_001073143.1	ETV4
NP_004445.1	ETV5
NP_001978.1	ETV6
NP_714928.1	EVC
NP_004982.2	MECOM
NP_055025.2	EVI2A
NP_006486.3	EVI2B
NP_001979.2	EVPL
NP_001980.1	EVX1
NP_005234.1	EWSR1
NP_000118.2	EXT1
NP_997005.1	EXT2
NP_004446.2	EXTL1
NP_001028197.1	EXTL2
NP_001431.1	EXTL3
NP_000494.2	EYA1
NP_005235.3	EYA2
NP_001981.2	EYA3
NP_001982.2	EZH1
NP_004447.2	EZH2
NP_000497.1	F2
NP_001983.2	F2R
NP_005233.4	F2RL1
NP_004092.1	F2RL2
NP_001984.1	F3
NP_000121.2	F5
NP_062562.1	F7
NP_000123.1	F8
NP_000124.1	F9
NP_000495.1	F10
NP_000119.1	F11
NP_000496.2	F12
NP_000120.2	F13A1
NP_001985.2	F13B
NP_001432.2	FAAH
NP_001433.1	FABP4
NP_001434.1	FABP1
NP_000125.2	FABP2
NP_004093.1	FABP3
NP_001435.1	FABP5
NP_001436.1	FABP6
NP_001437.1	FABP7
NP_000126.2	FANCA
NP_000127.2	FANCC
NP_001018125.1	FANCD2
NP_068741.1	FANCE
NP_001986.2	ACSL1
NP_004448.2	ACSL3
NP_001305439.1	ACSL4
NP_000128.1	FAH
NP_775268.1	PTK2B
NP_872579.2	BPTF
NP_001018123.1	FANCB
NP_073562.1	FANCF
NP_004620.1	FANCG
NP_004451.2	FAP
NP_006477.3	FBLN1
NP_004452.1	FARSA
NP_004095.4	FASN
NP_005236.2	FAT1
NP_001438.1	FAT2
NP_001988.1	FAU
NP_001004019.1	FBLN2
NP_000129.3	FBN1
NP_001990.2	FBN2
NP_001034437.1	EFEMP1
NP_000498.2	FBP1
NP_001991.1	FCAR
NP_001374209.1	FCER1A
NP_000130.1	MS4A2
NP_004097.1	FCER1G
NP_001207429.1	FCER2
NP_000557.1	FCGR1A
NP_001129691.1	FCGR2A
NP_001381406.1	FCGR2B
NP_000560.7	FCGR3A
NP_001231682.2	FCGR3B
NP_001129491.1	FCGRT
NP_001073270.1	FKTN
NP_001994.2	FCN1
NP_004099.2	FCN2
NP_004453.3	FDFT1
NP_001995.1	FDPS
NP_004100.1	FDX1
NP_077728.3	FDXR
NP_000131.2	FECH
NP_004102.1	FEN1
NP_001439.2	GPC4
NP_005237.2	FER
NP_001996.1	FES
NP_068657.1	FGA
NP_005132.2	FGB
NP_004454.2	FGD1
NP_000791.1	FGF1
NP_001348594.1	FGF2
NP_005238.1	FGF3
NP_001998.1	FGF4
NP_004455.2	FGF5
NP_066276.2	FGF6
NP_002000.1	FGF7
NP_149353.1	FGF8
NP_002001.1	FGF9
NP_004456.1	FGF10
NP_004103.1	FGF11
NP_004104.3	FGF12
NP_004105.1	FGF13
NP_004106.1	FGF14
NP_075598.2	FGFR1
NP_000133.1	FGFR3
NP_004457.1	GPC5
NP_000132.3	FGFR2
NP_075259.4	FGFR2
NP_998812.1	FGFR4
NP_068656.2	FGG
NP_004458.3	FGL1
NP_005239.1	FGR
NP_000134.2	FH
NP_002003.1	FHIT
NP_001153171.1	FHL1
NP_001153174.1	FHL1
NP_001305824.1	FHL2
NP_004459.2	FHL3
NP_004460.1	VEGFD
NP_000792.1	FKBP1A
NP_004107.1	FKBP1B
NP_004461.2	FKBP2
NP_002004.1	FKBP3
NP_002005.1	FKBP4
NP_004108.1	FKBP5
NP_005240.3	FOXG1
NP_001442.2	FOXF1
NP_001443.1	FOXF2
NP_001444.2	FOXC1
NP_004463.1	FOXD1
NP_997188.2	FOXD4
NP_036320.2	FOXI1
NP_005241.1	FOXL1
NP_036318.1	FOXE3
NP_001445.2	FOXJ1
NP_005242.1	FOXC2
NP_004464.2	FOXE1
NP_068772.2	FOXM1
NP_004465.3	FOXD2
NP_004109.1	FOXS1
NP_002006.2	FOXO1
NP_001446.1	FOXO3
NP_001355064.1	FOXO3B
NP_002007.1	FLG
NP_002008.2	FLI1
NP_002009.1	FLII
NP_005502.1	MLANA
NP_001104026.1	FLNA
NP_001448.2	FLNB
NP_001449.3	FLNC
NP_004466.2	FLOT2
NP_002010.2	FLT1
NP_004110.2	FLT3
NP_001450.2	FLT3LG
NP_891555.2	FLT4
NP_001269622.1	FMO1
NP_001451.2	FMO2
NP_001002294.1	FMO3
NP_002013.1	FMO4
NP_001452.2	FMO5
NP_002014.2	FMOD
NP_002015.1	FMR1
NP_002016.2	AFF2
NP_997647.2	FN1
NP_002018.1	FNTA
NP_002019.1	FNTB
NP_004467.1	FOLH1
NP_057941.1	FOLR1
NP_000794.3	FOLR2
NP_000795.2	FOLR3
NP_005243.1	FOS
NP_006723.2	FOSB
NP_005244.1	FOSL2
NP_004948.4	FPGS
NP_002020.1	FPR1
NP_001005738.1	FPR2
NP_002021.3	FPR3
NP_000135.2	FXN
NP_002022.1	FRK
NP_004949.1	MTOR
NP_004468.1	FRG1
NP_001454.2	FRZB
NP_001369218.1	FSHB
NP_001373117.1	CENPI
NP_000136.2	FSHR
NP_995582.1	NR5A2
NP_002023.2	FTH1
NP_000137.2	FTL
NP_001455.3	ADAM2
NP_004950.2	NR5A1
NP_000138.2	FUCA1
NP_114409.2	FUCA2
NP_000796.1	GAST
NP_004951.1	FUS
NP_001371288.1	FUT1
NP_000502.4	FUT2
NP_001091108.3	FUT3
NP_002024.1	FUT4
NP_002025.2	FUT5
NP_000141.1	FUT6
NP_004470.1	FUT7
NP_001358462.1	FUT8
NP_002026.1	KDSR
NP_002027.2	ACKR1
NP_001456.3	FYB1
NP_002028.1	FYN
NP_001457.1	FZD2
NP_002029.3	IFI6
NP_000142.2	G6PC1
NP_001346945.1	G6PD
NP_001157749.1	SLC37A4
NP_001035753.1	GAGE1
NP_001460.1	XRCC6
NP_000143.2	GAA
NP_002030.2	GAB1
NP_001461.1	GABBR1
NP_002031.2	GABPA
NP_057738.1	GABPB1
NP_001121116.1	GABRA1
NP_000798.2	GABRA2
NP_000799.1	GABRA3
NP_000800.2	GABRA4
NP_000801.1	GABRA5
NP_000802.2	GABRA6
NP_000803.2	GABRB1
NP_001358656.1	GABRB2
NP_000805.1	GABRB3
NP_000806.2	GABRD
NP_004952.2	GABRE
NP_775807.2	GABRG1
NP_944494.1	GABRG2
NP_150092.2	GABRG3
NP_055026.1	GABRP
NP_002033.2	GABRR1
NP_002034.3	GABRR2
NP_000808.2	GAD1
NP_001127838.1	GAD2
NP_005246.2	GAK
NP_000144.2	GALC
NP_001008217.1	GALE
NP_001469.1	B4GALNT1
NP_000145.1	GALK1
NP_002035.1	GALK2
NP_001471.2	GALR1
NP_000503.1	GALNS
NP_065207.2	GALNT1
NP_004472.1	GALNT2
NP_004473.2	GALNT3
NP_000146.2	GALT
NP_000147.1	GAMT
NP_937784.2	GANC
NP_002036.1	GAP43
NP_002037.2	GAPDH
NP_001122394.1	LRRC32
NP_002038.2	GARS1
NP_000810.1	GART
NP_002039.2	GAS1
NP_001137302.1	GAS2
NP_000811.1	GAS6
NP_001472.1	GAS8
NP_002040.1	GATA1
NP_116027.2	GATA2
NP_001139133.1	GATA2
NP_001002295.1	GATA3
NP_001295022.1	GATA4
NP_005248.2	GATA6
NP_001473.1	GATM
NP_000148.2	GBA1
NP_001474.1	NIPSNAP2
NP_000149.4	GBE1
NP_002044.2	GBP1
NP_004111.2	GBP2
NP_060754.2	GBP3
NP_001092304.1	GBX1
NP_001476.2	GBX2
NP_000574.2	GC
NP_000150.1	GCDH
NP_002045.1	GCG
NP_000151.1	GCGR
NP_000152.1	GCH1
NP_005249.1	GCHFR
NP_000153.1	GCK
NP_001477.2	GCKR
NP_001478.2	BLOC1S1
NP_066564.2	KAT2A
NP_201591.2	NR6A1
NP_001481.2	GCNT1
NP_001482.1	GCNT2
NP_663624.1	GCNT2
NP_000504.1	OPN1MW
NP_004474.2	GCSH
NP_001483.3	GDF1
NP_057288.1	GDF2
NP_005250.1	MSTN
NP_005251.1	GDF9
NP_004953.1	GDF10
NP_001484.1	GDI1
NP_001485.2	GDI2
NP_000505.1	GDNF
NP_005252.1	GEM
NP_002046.1	GFAP
NP_005253.3	GFER
NP_005254.2	GFI1
NP_001231639.1	GFPT1
NP_005255.1	GFRA1
NP_001486.4	GFRA2
NP_001487.2	GFRA3
NP_000812.2	GGCX
NP_001275762.1	GGT1
NP_001369514.1	GGTA1
NP_001488.2	B4GALT1
NP_821158.2	GGT7
NP_004112.2	GGT5
NP_000506.2	GH1
NP_002050.1	GH2
NP_000154.1	GHR
NP_066567.1	GHRH
NP_000814.2	GHRHR
NP_940799.1	GHSR
NP_005133.2	CBLIF
NP_004114.1	GIP
NP_000155.1	GIPR
NP_000156.1	GJA1
NP_068773.2	GJA3
NP_002051.2	GJA4
NP_859054.1	GJA5
NP_005258.2	GJA8
NP_000157.1	GJB1
NP_003995.2	GJB2
NP_076872.1	GJB3
NP_005259.1	GJB5
NP_001191948.1	GK
NP_149991.2	GK2
NP_001382882.1	GK3
NP_000160.1	GLA
NP_004475.1	GPC3
NP_000395.3	GLB1
NP_001489.1	GCLC
NP_002052.1	GCLM
NP_000161.2	GLDC
NP_001003722.1	GLE1
NP_001139139.1	GLG1
NP_005260.1	GLI1
NP_001361282.1	GLI2
NP_000159.3	GLI3
NP_612474.1	GLI4
NP_006699.2	GLO1
NP_002053.3	GLP1R
NP_000162.2	GLRA1
NP_002054.1	GLRA2
NP_000815.1	GLRB
NP_055720.3	GLS
NP_001112362.1	GLRX
NP_005262.1	GLUD1
NP_036216.2	GLUD2
NP_001028216.1	GLUL
NP_000396.2	GM2A
NP_001491.1	GMDS
NP_004115.1	GMFB
NP_002057.1	GML
NP_006868.3	GMPR
NP_002058.2	GNA11
NP_031379.2	GNA12
NP_002059.3	GNA15
NP_002060.4	GNAI1
NP_002061.1	GNAI2
NP_006487.1	GNAI3
NP_892023.1	GNAL
NP_001356316.1	GNAL
NP_066268.1	GNAO1
NP_002063.2	GNAQ
NP_057676.1	GNAS
NP_000507.1	GNAS
NP_536350.2	GNAS
NP_653082.1	GNAT1
NP_001364224.1	GNAT2
NP_002064.1	GNAZ
NP_002065.1	GNB1
NP_005264.2	GNB2
NP_002066.1	GNB3
NP_036334.1	GNG3
NP_001092192.1	GNG4
NP_005265.1	GNG5
NP_443079.1	GNG7
NP_001017998.1	GNG10
NP_004117.1	GNG11
NP_068774.1	GNGT1
NP_001185683.1	GNGT2
NP_005266.2	GNL1
NP_001076580.1	GNRH1
NP_847901.1	GNRH2
NP_000397.1	GNRHR
NP_002067.1	GNS
NP_002068.2	GOLGA1
NP_001353173.2	GOLGA2
NP_001376612.1	GOLGA3
NP_002069.2	GOLGA4
NP_001353211.1	GOLGB1
NP_002070.1	GOT1
NP_002071.2	GOT2
NP_006133.1	SFN
NP_000164.5	GP1BA
NP_000398.1	GP1BB
NP_001493.2	GP2
NP_004479.1	GP5
NP_000165.1	GP9
NP_002072.2	GPC1
NP_005267.2	GPD1
NP_000399.3	GPD2
NP_000166.2	GPI
NP_001494.2	GPLD1
NP_963885.1	GPM6A
NP_001001995.1	GPM6B
NP_001376374.1	CMKLR2
NP_057686.2	CCR10
NP_005272.1	GPR3
NP_005273.1	GPR4
NP_001019815.1	XCR1
NP_005275.1	GPR6
NP_005276.2	NPBWR1
NP_005277.2	NPBWR2
NP_001495.1	CXCR3
NP_004239.2	PRLHR
NP_005279.1	GPR12
NP_061822.1	UTS2R
NP_005281.1	GPR15
NP_001154889.1	GPR17
NP_001091670.1	GPR18
NP_006134.2	GPR19
NP_005284.2	GPR20
NP_005285.1	GPR21
NP_005286.2	GPR22
NP_001264929.1	LPAR4
NP_005288.4	MCHR1
NP_005289.2	GPR25
NP_703143.1	GPR26
NP_061844.1	GPR27
NP_001091671.1	GPER1
NP_005290.2	GPR31
NP_001497.1	GPR32
NP_001184113.2	GPR33
NP_001091048.1	GPR34
NP_005292.2	GPR35
NP_005293.1	GPR37
NP_001498.1	MLNR
NP_001499.1	GPR39
NP_005294.1	FFAR1
NP_005295.1	FFAR3
NP_001335124.1	GPR42
NP_001357016.1	FFAR2
NP_892027.2	GRK4
NP_005299.1	GRK5
NP_001004106.1	GRK6
NP_951009.1	MKNK2
NP_001308021.1	GPS1
NP_004480.1	GPS2
NP_005300.1	GPT
NP_000572.2	GPX1
NP_002074.2	GPX2
NP_002075.2	GPX3
NP_002076.2	GPX4
NP_001500.1	GPX5
NP_056511.2	GPX7
NP_002077.1	GRB2
NP_005301.2	GRB7
NP_001337743.1	GRB10
NP_004481.2	GRB14
NP_001364864.1	RAPGEF1
NP_000818.2	GRIA1
NP_001077088.2	GRIA2
NP_015564.5	GRIA3
NP_000819.4	GRIA3
NP_000820.4	GRIA4
NP_060021.1	GRID1
NP_001501.2	GRID2
NP_002078.1	GRN
NP_001317923.1	GRIK1
NP_068775.1	GRIK2
NP_000822.2	GRIK3
NP_055434.2	GRIK4
NP_002079.3	GRIK5
NP_015566.1	GRIN1
NP_001127879.1	GRIN2A
NP_000825.2	GRIN2B
NP_000826.2	GRIN2C
NP_000827.2	GRIN2D
NP_001009184.1	GRINA
NP_000167.1	NR3C1
NP_004482.4	ARHGAP35
NP_001264993.1	GRM1
NP_000830.2	GRM2
NP_000831.2	GRM3
NP_000832.1	GRM4
NP_001137303.1	GRM5
NP_000834.2	GRM6
NP_000835.1	GRM7
NP_000836.2	GRM8
NP_001502.1	CXCL1
NP_002080.1	CXCL2
NP_002081.2	CXCL3
NP_002082.2	GRP
NP_005304.3	PDIA3
NP_005305.1	GRPR
NP_002083.4	GRSF1
NP_005306.1	GSC2
NP_063937.2	GSK3A
NP_001139628.1	GSK3B
NP_937895.1	GSN
NP_002085.3	GSPT1
NP_000628.2	GSR
NP_000169.1	GSS
NP_665683.1	GSTA1
NP_000837.3	GSTA2
NP_000838.3	GSTA3
NP_001503.1	GSTA4
NP_000552.2	GSTM1
NP_000839.1	GSTM2
NP_000840.2	GSTM3
NP_000841.1	GSTM4
NP_000842.2	GSTM5
NP_000843.1	GSTP1
NP_000844.2	GSTT1
NP_000845.2	GSTT2
NP_665877.1	GSTZ1
NP_000170.1	MSH6
NP_056943.1	GTF2A1
NP_004483.1	GTF2A2
NP_001505.1	GTF2B
NP_005504.2	GTF2E1
NP_002086.1	GTF2E2
NP_002087.2	GTF2F1
NP_004119.1	GTF2F2
NP_005307.1	GTF2H1
NP_001506.1	GTF2H2
NP_001507.2	GTF2H3
NP_001508.1	GTF2H4
NP_127492.1	GTF2I
NP_002088.2	GTF3A
NP_001510.2	BRF1
NP_001511.2	GTF3C1
NP_001030598.1	GTF3C2
NP_000846.1	GUCY1A2
NP_001371839.1	GUCA1A
NP_002089.4	GUCA1B
NP_291031.2	GUCA2A
NP_009033.1	GUCA2B
NP_001124154.1	GUCY1A1
NP_000848.1	GUCY1B1
NP_004954.2	GUCY2C
NP_001513.2	GUCY2F
NP_001152862.1	GUK1
NP_000172.2	GUSB
NP_004121.2	GYG1
NP_002090.4	GYPA
NP_002091.4	GYPB
NP_002092.1	GYPC
NP_941391.2	GYPE
NP_002094.2	GYS1
NP_068776.2	GYS2
NP_219491.1	GZMH
NP_000171.1	GUCY2D
NP_006135.2	GZMA
NP_004122.2	GZMB
NP_002095.1	GZMK
NP_005308.2	GZMM
NP_005309.1	H1-0
NP_005310.1	H1-2
NP_005311.1	H1-3
NP_005312.1	H1-4
NP_005313.1	H1-5
