ensembl_gene_id,refseq_ids,uniprot_ids,gen_symbol,ensembl_prot_id,uniprot_ensembl_id,gene_age
ENSG00000183734,NP_005161.1,Q99929,ASCL2,ENSP00000332293.4,Q99929,454
ENSG00000141505,NP_001662.1,P07306,ASGR1,ENSP00000269299.3,P07306,680
ENSG00000161944,NP_001188281.1,Q7Z4G9,ASGR2,ENSP00000510808.1,Q7Z4G9,132
ENSG00000101440,NP_001663.2,P42127,ASIP,ENSP00000364092.3,P42127,332
ENSG00000126522,NP_000039.2,P04424,ASL,ENSP00000307188.9,P04424,950
ENSG00000196433,NP_001164509.1,P46597,ASMT,ENSP00000370639.3,P46597,645
ENSG00000198356,NP_004308.2,O43681,GET3,ENSP00000349887.3,O43681,4290
ENSG00000070669,NP_001664.3,P08243,ASNS,ENSP00000377845.3,P08243,950
ENSG00000108381,NP_000040.1,P45381,ASPA,ENSP00000263080.2,P45381,680
ENSG00000198363,NP_004309.2,Q12797,ASPH,ENSP00000368767.4,Q12797,987
ENSG00000130707,NP_446464.1,P00966,ASS1,ENSP00000253004.6,P00966,950
ENSG00000152092,NP_004310.1,O14525,ASTN1,ENSP00000354536.2,O14525,645
ENSG00000117601,NP_000479.1,P01008,SERPINC1,ENSP00000356671.3,P01008,645
ENSG00000140836,NP_008816.3,Q15911,ZFHX3,ENSP00000268489.5,Q15911,680
ENSG00000123268,NP_005162.1,P18846,ATF1,ENSP00000262053.3,P18846,1292
ENSG00000162772,NP_001665.1,P18847,ATF3,ENSP00000344352.4,P18847,680
ENSG00000128272,NP_877962.1,P18848,ATF4,ENSP00000501863.1,P18848,680
ENSG00000138363,NP_004035.2,P31939,ATIC,ENSP00000236959.9,P31939,1488
ENSG00000149311,NP_000042.3,Q13315,ATM,ENSP00000501606.1,Q13315,1064
ENSG00000142599,NP_001036146.1,Q9P2R6,RERE,ENSP00000383700.2,Q9P2R6,645
ENSG00000172238,NP_005163.1,Q92858,ATOH1,ENSP00000302216.4,Q92858,810
ENSG00000177556,NP_004036.1,O00244,ATOX1,ENSP00000316854.6,O00244,93
ENSG00000163399,NP_000692.2,P05023,ATP1A1,ENSP00000295598.5,P05023,4290
ENSG00000018625,NP_000693.1,P50993,ATP1A2,ENSP00000354490.3,P50993,4290
ENSG00000105409,NP_689509.1,P13637,ATP1A3,ENSP00000498113.1,P13637,454
ENSG00000075673,NP_001667.4,P54707,ATP12A,ENSP00000371372.3,P54707,4290
ENSG00000132681,NP_653300.2,Q13733,ATP1A4,ENSP00000357060.4,Q13733,244
ENSG00000143153,NP_001668.1,P05026,ATP1B1,ENSP00000356789.3,P05026,950
ENSG00000129244,NP_001669.3,P14415,ATP1B2,ENSP00000250111.4,P14415,950
ENSG00000069849,NP_001670.1,P54709,ATP1B3,ENSP00000286371.3,P54709,950
ENSG00000137731,NP_001671.2,P54710,FXYD2,ENSP00000292079.2,P54710,382
ENSG00000196296,NP_004311.1,O14983,ATP2A1,ENSP00000378879.5,O14983,4290
ENSG00000174437,NP_733765.1,P16615,ATP2A2,ENSP00000440045.2,P16615,4290
ENSG00000074370,NP_005164.2,Q93084,ATP2A3,ENSP00000380234.3,Q93084,4290
ENSG00000070961,NP_001353450.1,P20020,ATP2B1,ENSP00000392043.3,P20020,382
ENSG00000157087,NP_001001331.1,Q01814,ATP2B2,ENSP00000353414.2,Q01814,886
ENSG00000067842,NP_001001344.1,Q16720,ATP2B3,ENSP00000263519.4,Q16720,4290
ENSG00000058668,NP_001675.3,P23634,ATP2B4,ENSP00000350310.5,P23634,886
ENSG00000105675,NP_000695.2,P20648,ATP4A,ENSP00000262623.2,P20648,4290
ENSG00000186009,NP_000696.1,P51164,ATP4B,ENSP00000334216.3,P51164,950
ENSG00000152234,NP_004037.1,P25705,ATP5F1A,ENSP00000381736.5,P25705,1292
ENSG00000164904,NP_001173.2,P49419,ALDH7A1,ENSP00000387123.3,P49419,1488
ENSG00000110955,NP_001677.2,P06576,ATP5F1B,ENSP00000262030.3,P06576,1488
ENSG00000165629,NP_001001973.1,P36542,ATP5F1C,ENSP00000349142.7,P36542,4290
ENSG00000099624,NP_001678.1,P30049,ATP5F1D,ENSP00000215375.1,P30049,4290
ENSG00000124172,NP_008817.1,P56381,ATP5F1E,ENSP00000243997.3,P56381,244
ENSG00000116459,NP_001679.2,P24539,ATP5PB,ENSP00000358737.3,P24539,1292
ENSG00000159199,NP_005166.1,P05496,ATP5MC1,ENSP00000377033.2,P05496,645
ENSG00000135390,NP_005167.3,Q06055,ATP5MC2,ENSP00000377878.5,Q06055,680
ENSG00000154518,NP_001680.1,P48201,ATP5MC3,ENSP00000284727.4,P48201,645
ENSG00000169020,NP_009031.1,P56385,ATP5ME,ENSP00000306003.4,P56385,454
ENSG00000154723,NP_001003703.1,P18859,ATP5PF,ENSP00000284971.3,P18859,950
ENSG00000114573,NP_001681.2,P38606,ATP6V1A,ENSP00000273398.3,P38606,4290
ENSG00000116039,NP_001683.2,P15313,ATP6V1B1,ENSP00000234396.4,P15313,382
ENSG00000147416,NP_001684.2,P21281,ATP6V1B2,ENSP00000276390.2,P21281,987
ENSG00000185883,NP_001685.1,P27449,ATP6V0C,ENSP00000329757.4,P27449,4290
ENSG00000155097,NP_001686.1,P21283,ATP6V1C1,ENSP00000430282.1,P21283,4290
ENSG00000131100,NP_001687.1,P36543,ATP6V1E1,ENSP00000253413.5,P36543,4290
ENSG00000117410,NP_004038.1,Q99437,ATP6V0B,ENSP00000431605.1,Q99437,4290
ENSG00000213760,NP_569730.1,O95670,ATP6V1G2,ENSP00000302194.5,O95670,645
ENSG00000033627,NP_001123493.1,Q93050,ATP6V0A1,ENSP00000342951.3,Q93050,4290
ENSG00000071553,NP_001174.2,Q15904,ATP6AP1,ENSP00000358777.2,Q15904,987
ENSG00000165240,NP_000043.4,Q04656,ATP7A,ENSP00000345728.6,Q04656,4290
ENSG00000241837,NP_001688.1,P48047,ATP5PO,ENSP00000290299.2,P48047,1488
ENSG00000123191,NP_000044.2,P35670,ATP7B,ENSP00000242839.5,P35670,4290
ENSG00000175054,NP_001175.2,Q13535,ATR,ENSP00000343741.4,Q13535,1488
ENSG00000085224,NP_000480.3,P46100,ATRX,ENSP00000362441.4,P46100,1714
ENSG00000130294,NP_001230937.1,Q12756,KIF1A,ENSP00000438388.1,Q12756,645
ENSG00000148090,NP_001689.1,Q13825,AUH,ENSP00000364883.5,Q13825,4290
ENSG00000115307,NP_853553.1,Q9Y679,AUP1,ENSP00000366748.3,Q9Y679,645
ENSG00000101200,NP_000481.2,P01185,AVP,ENSP00000369647.3,P01185,645
ENSG00000166148,NP_000697.1,P37288,AVPR1A,ENSP00000299178.3,P37288,645
ENSG00000198049,NP_000698.1,P47901,AVPR1B,ENSP00000356094.4,P47901,645
ENSG00000126895,NP_000045.1,P30518,AVPR2,ENSP00000496396.1,P30518,454
ENSG00000167601,NP_068713.2,P30530,AXL,ENSP00000301178.3,P30530,987
ENSG00000160862,NP_001176.1,P25311,AZGP1,ENSP00000292401.4,P25311,544
ENSG00000172232,NP_001691.1,P20160,AZU1,ENSP00000233997.1,P20160,78
ENSG00000166710,NP_004039.1,P61769,B2M,ENSP00000497910.1,P61769,382
ENSG00000136881,NP_001692.1,Q14032,BAAT,ENSP00000259407.2,Q14032,424
ENSG00000156273,NP_001177.1,O14867,BACH1,ENSP00000286800.3,O14867,645
ENSG00000002330,NP_116784.1,Q92934,BAD,ENSP00000309103.3,Q92934,132
ENSG00000107262,NP_004314.6,Q99933,BAG1,ENSP00000489189.2,Q99933,987
ENSG00000181790,NP_001693.2,O14514,ADGRB1,ENSP00000430945.1,O14514,645
ENSG00000121753,NP_001351786.1,O60241,ADGRB2,ENSP00000362762.3,O60241,544
ENSG00000135298,NP_001695.2,O60242,ADGRB3,ENSP00000359630.1,O60242,645
ENSG00000030110,NP_001179.1,Q16611,BAK1,ENSP00000363591.3,Q16611,645
ENSG00000109705,NP_001180.1,P78367,NKX3-2,ENSP00000371875.5,P78367,454
ENSG00000138376,NP_000456.2,Q99728,BARD1,ENSP00000260947.4,Q99728,987
ENSG00000087088,NP_620116.1,Q07812,BAX,ENSP00000263262.9,Q07812,987
ENSG00000174483,NP_078925.3,Q8NFJ9,BBS1,ENSP00000317469.7,Q8NFJ9,987
ENSG00000125124,NP_114091.4,Q9BXC9,BBS2,ENSP00000245157.5,Q9BXC9,987
ENSG00000140463,NP_149017.2,Q96RK4,BBS4,ENSP00000268057.4,Q96RK4,950
ENSG00000060982,NP_005495.2,P54687,BCAT1,ENSP00000261192.7,P54687,4290
ENSG00000105552,NP_001181.2,O15382,BCAT2,ENSP00000322991.5,O15382,4290
ENSG00000114200,NP_000046.1,P06276,BCHE,ENSP00000264381.3,P06276,382
ENSG00000248098,NP_000700.1,P12694,BCKDHA,ENSP00000269980.2,P12694,1714
ENSG00000083123,NP_898871.1,P21953,BCKDHB,ENSP00000318351.5,P21953,1714
ENSG00000110092,NP_444284.1,P24385,CCND1,ENSP00000227507.2,P24385,4290
ENSG00000171791,NP_000624.2,P10415,BCL2,ENSP00000329623.3,P10415,987
ENSG00000140379,NP_004040.1,Q16548,BCL2A1,ENSP00000267953.3,Q16548,332
ENSG00000171552,NP_612815.1,Q07817,BCL2L1,ENSP00000302564.4,Q07817,987
ENSG00000129473,NP_004041.2,Q92843,BCL2L2,ENSP00000250405.6,Q92843,3
ENSG00000069399,NP_005169.2,P20749,BCL3,ENSP00000164227.5,P20749,886
ENSG00000113916,NP_001697.2,P41182,BCL6,ENSP00000384371.2,P41182,987
ENSG00000110987,NP_001019979.1,Q4VC05,BCL7A,ENSP00000261822.5,Q4VC05,886
ENSG00000116128,NP_004317.2,O00512,BCL9,ENSP00000234739.3,O00512,680
ENSG00000048462,NP_001183.2,Q02223,TNFRSF17,ENSP00000053243.1,Q02223,332
ENSG00000099822,NP_001185.3,Q9UL51,HCN2,ENSP00000251287.1,Q9UL51,987
ENSG00000128617,NP_001372054.1,P03999,OPN1SW,ENSP00000249389.3,P03999,454
ENSG00000186716,NP_004318.3,P11274,BCR,ENSP00000303507.8,P11274,382
ENSG00000074582,NP_001073335.1,Q9Y276,BCS1L,ENSP00000352219.3,Q9Y276,1714
ENSG00000161267,NP_976059.1,Q02338,BDH1,ENSP00000376184.1,Q02338,645
ENSG00000100739,NP_000701.2,P46663,BDKRB1,ENSP00000216629.6,P46663,244
ENSG00000168398,NP_001366621.1,P30411,BDKRB2,ENSP00000450482.1,P30411,645
ENSG00000176697,NP_001700.2,P23560,BDNF,ENSP00000349084.4,P23560,645
ENSG00000243649,NP_001701.2,P00751,CFB,ENSP00000416561.2,P00751,454
ENSG00000125864,NP_001186.1,Q12934,BFSP1,ENSP00000367104.3,Q12934,544
ENSG00000242252,NP_954642.1,P02818,BGLAP,ENSP00000357255.4,P02818,382
ENSG00000182492,NP_001702.1,P21810,BGN,ENSP00000327336.4,P21810,454
ENSG00000079385,NP_001703.2,P13688,CEACAM1,ENSP00000161559.6,P13688,168
ENSG00000145692,NP_001704.2,Q93088,BHMT,ENSP00000274353.5,Q93088,950
ENSG00000151746,NP_001705.2,Q96G01,BICD1,ENSP00000498700.1,Q96G01,886
ENSG00000015475,NP_001187.1,P55957,BID,ENSP00000480414.1,P55957,244
ENSG00000100290,NP_001188.1,Q13323,BIK,ENSP00000216115.2,Q13323,78
ENSG00000057657,NP_001189.2,O75626,PRDM1,ENSP00000358092.4,O75626,810
ENSG00000136573,NP_001706.2,P51451,BLK,ENSP00000259089.4,P51451,544
ENSG00000197299,NP_000048.1,P54132,BLM,ENSP00000347232.3,P54132,4290
ENSG00000108578,NP_000377.1,Q13867,BLMH,ENSP00000261714.6,Q13867,645
ENSG00000160683,NP_001707.1,P32302,CXCR5,ENSP00000292174.4,P32302,645
ENSG00000106605,NP_000703.2,P53004,BLVRA,ENSP00000265523.4,P53004,680
ENSG00000090013,NP_000704.1,P30043,BLVRB,ENSP00000263368.3,P30043,950
ENSG00000169594,NP_001708.3,Q01954,BNC1,ENSP00000307041.2,Q01954,810
ENSG00000168283,NP_005171.4,P35226,BMI1,ENSP00000365851.3,P35226,950
ENSG00000168487,NP_001190.1,P13497,BMP1,ENSP00000306121.8,P13497,544
ENSG00000168487,NP_006120.1,P13497,BMP1,ENSP00000305714.5,P13497,544
ENSG00000125845,NP_001191.1,P12643,BMP2,ENSP00000368104.3,P12643,987
ENSG00000152785,NP_001192.4,P12645,BMP3,ENSP00000282701.2,P12645,544
ENSG00000125378,NP_001193.2,P12644,BMP4,ENSP00000245451.4,P12644,645
ENSG00000112175,NP_066551.1,P22003,BMP5,ENSP00000359866.3,P22003,544
ENSG00000153162,NP_001709.1,P22004,BMP6,ENSP00000283147.6,P22004,645
ENSG00000101144,NP_001710.1,P18075,BMP7,ENSP00000379204.3,P18075,645
ENSG00000116985,NP_001711.2,P34820,BMP8B,ENSP00000361915.3,P34820,544
ENSG00000107779,NP_004320.2,P36894,BMPR1A,ENSP00000361107.2,P36894,987
ENSG00000138696,NP_001194.1,O00238,BMPR1B,ENSP00000426617.1,O00238,950
ENSG00000204217,NP_001195.2,Q13873,BMPR2,ENSP00000363708.4,Q13873,987
ENSG00000102010,NP_975010.1,P51813,BMX,ENSP00000308774.6,P51813,544
ENSG00000168495,NP_001713.2,P05423,POLR3D,ENSP00000303088.4,P05423,1488
ENSG00000113734,NP_001196.2,Q12981,BNIP1,ENSP00000239215.7,Q12981,1488
ENSG00000140299,NP_004321.3,Q12982,BNIP2,ENSP00000475320.1,Q12982,886
ENSG00000176171,NP_004043.4,Q12983,BNIP3,ENSP00000357625.6,Q12983,886
ENSG00000104765,NP_004322.1,O60238,BNIP3L,ENSP00000370003.2,O60238,886
ENSG00000176720,NP_115904.1,Q9UMX3,BOK,ENSP00000314132.3,Q9UMX3,987
ENSG00000151914,NP_001714.1,Q03001,DST,ENSP00000359801.6,Q03001,645
ENSG00000151914,NP_001361665.1,A0A7P0T890,DST,ENSP00000505098.1,A0A7P0T890,645
ENSG00000183770,NP_075555.1,P58012,FOXL2,ENSP00000497217.1,P58012,55
ENSG00000172331,NP_001715.1,P07738,BPGM,ENSP00000342032.3,P07738,645
ENSG00000137274,NP_004323.2,Q86WA6,BPHL,ENSP00000369739.5,Q86WA6,454
ENSG00000101425,NP_001716.3,A0A2R8YDF1,BPI,ENSP00000494528.2,A0A2R8YDF1,424
ENSG00000012048,NP_009225.1,P38398,BRCA1,ENSP00000350283.3,P38398,950
ENSG00000157764,NP_001361187.1,A0A2R8Y8E0,BRAF,ENSP00000496776.1,A0A2R8Y8E0,645
ENSG00000157764,NP_004324.2,P15056,BRAF,ENSP00000493543.1,P15056,645
ENSG00000139618,NP_000050.3,P51587,BRCA2,ENSP00000369497.3,P51587,645
ENSG00000137948,NP_997072.2,Q58F21,BRDT,ENSP00000387822.3,Q58F21,1488
ENSG00000185650,NP_004917.2,Q07352,ZFP36L1,ENSP00000388402.2,Q07352,544
ENSG00000152518,NP_008818.3,P47974,ZFP36L2,ENSP00000282388.3,P47974,454
ENSG00000102239,NP_001718.1,P32247,BRS3,ENSP00000359682.3,P32247,454
ENSG00000172270,NP_001719.2,P35613,BSG,ENSP00000333769.3,P35613,950
ENSG00000109743,NP_004325.2,Q10588,BST1,ENSP00000265016.4,Q10588,382
ENSG00000130303,NP_004326.1,Q10589,BST2,ENSP00000252593.6,Q10589,86
ENSG00000174808,NP_001720.1,P35070,BTC,ENSP00000379092.3,P35070,544
ENSG00000169814,NP_001357587.1,P43251,BTD,ENSP00000495254.2,P43251,645
ENSG00000119138,NP_001197.1,Q13886,KLF9,ENSP00000366330.2,Q13886,950
ENSG00000102554,NP_001721.2,Q13887,KLF5,ENSP00000366915.4,Q13887,950
ENSG00000145741,NP_001032726.1,P20290,BTF3,ENSP00000369965.3,P20290,1292
ENSG00000133639,NP_001722.1,P62324,BTG1,ENSP00000256015.3,P62324,645
ENSG00000010671,NP_000052.1,Q06187,BTK,ENSP00000308176.8,Q06187,645
ENSG00000124557,NP_001723.2,Q13410,BTN1A1,ENSP00000507193.1,Q13410,168
ENSG00000169679,NP_004327.1,O43683,BUB1,ENSP00000302530.6,O43683,1488
ENSG00000156970,NP_001202.5,O60566,BUB1B,ENSP00000287598.7,O60566,1488
ENSG00000112578,NP_004044.3,Q13895,BYSL,ENSP00000230340.4,Q13895,4290
ENSG00000100300,NP_000705.2,P30536,TSPO,ENSP00000338004.3,P30536,424
ENSG00000108561,NP_001203.1,Q07021,C1QBP,ENSP00000225698.4,Q07021,1488
ENSG00000149131,NP_000053.2,P05155,SERPING1,ENSP00000278407.4,P05155,454
ENSG00000173372,NP_057075.1,P02745,C1QA,ENSP00000363773.3,P02745,886
ENSG00000173369,NP_001365085.1,D6R934,C1QB,ENSP00000423689.1,D6R934,886
ENSG00000159189,NP_758957.2,P02747,C1QC,ENSP00000363771.4,P02747,886
ENSG00000159403,NP_001724.4,A0A3B3ISR2,C1R,ENSP00000497341.1,A0A3B3ISR2,950
ENSG00000182326,NP_001725.1,P09871,C1S,ENSP00000354057.5,P09871,950
ENSG00000166278,NP_000054.2,P06681,C2,ENSP00000299367.5,P06681,3
ENSG00000125730,NP_000055.2,P01024,C3,ENSP00000245907.4,P01024,810
ENSG00000171860,NP_004045.1,Q16581,C3AR1,ENSP00000302079.4,Q16581,645
ENSG00000244731,NP_009224.2,P0C0L4,C4A,ENSP00000396688.2,P0C0L4,680
ENSG00000224389,NP_001002029.3,P0C0L5,C4B,ENSP00000415941.2,P0C0L5,680
ENSG00000123838,NP_000706.1,P04003,C4BPA,ENSP00000356037.3,P04003,382
ENSG00000123843,NP_001017365.1,P20851,C4BPB,ENSP00000356045.3,P20851,168
ENSG00000149260,NP_004046.2,O15484,CAPN5,ENSP00000498132.1,O15484,1488
ENSG00000106804,NP_001726.2,P01031,C5,ENSP00000223642.1,P01031,950
ENSG00000197405,NP_001727.2,P21730,C5AR1,ENSP00000347197.2,P21730,645
ENSG00000039537,NP_000056.2,P13671,C6,ENSP00000338861.5,P13671,886
ENSG00000112936,NP_000578.2,P10643,C7,ENSP00000322061.9,P10643,454
ENSG00000157131,NP_000553.1,P07357,C8A,ENSP00000354458.3,P07357,544
ENSG00000021852,NP_000057.3,P07358,C8B,ENSP00000360281.4,P07358,544
ENSG00000176919,NP_000597.2,P07360,C8G,ENSP00000360697.3,P07360,544
ENSG00000164823,NP_001119583.1,Q9Y236,OSGIN2,ENSP00000396445.2,Q9Y236,645
ENSG00000113600,NP_001728.1,P02748,C9,ENSP00000263408.4,P02748,454
ENSG00000149823,NP_037397.2,Q9UID3,VPS51,ENSP00000279281.3,Q9UID3,1714
ENSG00000149792,NP_004918.1,Q13405,MRPL49,ENSP00000279242.2,Q13405,987
ENSG00000174276,NP_055020.1,Q9UHR6,ZNHIT2,ENSP00000308548.4,Q9UHR6,1292
ENSG00000066382,NP_001575.1,Q15777,MPPED2,ENSP00000350833.4,Q15777,987
ENSG00000124920,NP_001120864.1,Q9Y2G1,MYRF,ENSP00000278836.4,Q9Y2G1,544
ENSG00000134825,NP_055021.1,P61165,TMEM258,ENSP00000443216.1,P61165,950
ENSG00000134780,NP_006124.1,Q9Y4D2,DAGLA,ENSP00000257215.5,Q9Y4D2,645
ENSG00000184922,NP_005883.3,O95466,FMNL1,ENSP00000329219.2,O95466,1064
ENSG00000168675,NP_001365029.1,O15165,LDLRAD4,ENSP00000352420.5,O15165,645
ENSG00000183255,NP_004330.1,P53801,PTTG1IP,ENSP00000328325.3,P53801,645
ENSG00000160226,NP_004919.1,O43822,CFAP410,ENSP00000344566.4,O43822,987
ENSG00000142188,NP_006125.2,P56557,TMEM50B,ENSP00000439768.2,P56557,1488
ENSG00000186732,NP_001037835.1,O15442,MPPED1,ENSP00000400686.1,O15442,987
ENSG00000133742,NP_001122303.1,P00915,CA1,ENSP00000429798.1,P00915,680
ENSG00000104267,NP_000058.1,P00918,CA2,ENSP00000285379.4,P00918,950
ENSG00000164879,NP_005172.1,P07451,CA3,ENSP00000285381.2,P07451,680
ENSG00000167434,NP_000708.1,P22748,CA4,ENSP00000300900.3,P22748,680
ENSG00000174990,NP_001730.1,P35218,CA5A,ENSP00000498065.2,P35218,244
ENSG00000131686,NP_001206.2,P23280,CA6,ENSP00000366662.2,P23280,680
ENSG00000168748,NP_005173.1,P43166,CA7,ENSP00000345659.2,P43166,680
ENSG00000178538,NP_004047.3,P35219,CA8,ENSP00000314407.4,P35219,950
ENSG00000107159,NP_001207.2,Q16790,CA9,ENSP00000367608.4,Q16790,680
ENSG00000063180,NP_001208.2,O75493,CA11,ENSP00000084798.3,O75493,680
ENSG00000074410,NP_001209.1,O43570,CA12,ENSP00000178638.3,O43570,680
ENSG00000141837,NP_001120694.1,O00555,CACNA1A,ENSP00000353362.5,O00555,645
ENSG00000148408,NP_000709.1,Q00975,CACNA1B,ENSP00000360423.1,Q00975,810
ENSG00000151067,NP_001161095.1,Q13936,CACNA1C,ENSP00000382512.1,Q13936,645
ENSG00000151067,NP_000710.5,Q13936,CACNA1C,ENSP00000382563.1,Q13936,645
ENSG00000157388,NP_000711.1,Q01668,CACNA1D,ENSP00000288139.3,Q01668,645
ENSG00000157388,NP_001122312.1,Q01668,CACNA1D,ENSP00000288133.5,Q01668,645
ENSG00000198216,NP_001192222.1,Q15878,CACNA1E,ENSP00000356545.2,Q15878,544
ENSG00000102001,NP_001243718.1,O60840,CACNA1F,ENSP00000321618.6,O60840,645
ENSG00000081248,NP_000060.2,Q13698,CACNA1S,ENSP00000355192.3,Q13698,645
ENSG00000204580,NP_001284583.1,Q08345,DDR1,ENSP00000365752.3,Q08345,454
ENSG00000153956,NP_000713.2,P54289,CACNA2D1,ENSP00000349320.3,P54289,680
ENSG00000067191,NP_000714.3,Q02641,CACNB1,ENSP00000377840.3,Q02641,950
ENSG00000165995,NP_963890.2,Q08289,CACNB2,ENSP00000320025.8,Q08289,950
ENSG00000165995,NP_963884.2,Q08289,CACNB2,ENSP00000366546.4,Q08289,950
ENSG00000167535,NP_000716.2,P54284,CACNB3,ENSP00000301050.2,P54284,950
ENSG00000182389,NP_000717.2,O00305,CACNB4,ENSP00000438949.1,O00305,950
ENSG00000108878,NP_000718.1,Q06432,CACNG1,ENSP00000226021.3,Q06432,645
ENSG00000178537,NP_000378.1,O43772,SLC25A20,ENSP00000326305.4,O43772,645
ENSG00000084774,NP_004332.2,P27708,CAD,ENSP00000264705.3,P27708,4290
ENSG00000104327,NP_004920.1,P05937,CALB1,ENSP00000265431.3,P05937,950
ENSG00000172137,NP_001731.2,P22676,CALB2,ENSP00000307508.4,P22676,950
ENSG00000169906,NP_004048.1,P29377,S100G,ENSP00000369547.3,P29377,168
ENSG00000110680,NP_001732.1,P01258,CALCA,ENSP00000331746.4,P01258,101
ENSG00000175868,NP_000719.1,P10092,CALCB,ENSP00000346017.5,P10092,544
ENSG00000004948,NP_001733.1,P30988,CALCR,ENSP00000389295.1,P30988,950
ENSG00000122786,NP_149129.2,Q05682,CALD1,ENSP00000354826.2,Q05682,645
ENSG00000198668,NP_008819.1,P0DP23,CALM1,ENSP00000349467.4,P0DP23,645
ENSG00000143933,NP_001734.1,P0DP24,CALM2,ENSP00000272298.7,P0DP24,645
ENSG00000160014,NP_005175.2,P0DP25,CALM3,ENSP00000291295.8,P0DP25,382
ENSG00000178363,NP_005176.1,P27482,CALML3,ENSP00000315299.1,P27482,36
ENSG00000179218,NP_004334.1,P27797,CALR,ENSP00000320866.4,P27797,332
ENSG00000128595,NP_001210.1,O43852,CALU,ENSP00000249364.4,O43852,987
ENSG00000152495,NP_001735.1,Q16566,CAMK4,ENSP00000282356.4,Q16566,950
ENSG00000070808,NP_057065.2,Q9UQM7,CAMK2A,ENSP00000500386.1,Q9UQM7,645
ENSG00000058404,NP_001211.3,Q13554,CAMK2B,ENSP00000379098.2,Q13554,544
ENSG00000145349,NP_001308500.1,E9PF82,CAMK2D,ENSP00000425824.1,E9PF82,78
ENSG00000148660,NP_001354463.1,H0Y6G2,CAMK2G,ENSP00000410298.3,H0Y6G2,544
ENSG00000164615,NP_001736.1,P49069,CAMLG,ENSP00000297156.2,P49069,544
ENSG00000164047,NP_004336.4,P49913,CAMP,ENSP00000498425.1,P49913,332
ENSG00000127022,NP_001737.1,P27824,CANX,ENSP00000247461.4,P27824,1488
ENSG00000042493,NP_001738.2,P40121,CAPG,ENSP00000263867.4,P40121,454
ENSG00000014216,NP_005177.2,P07384,CAPN1,ENSP00000279247.7,P07384,1488
ENSG00000162909,NP_001739.3,P17655,CAPN2,ENSP00000295006.5,P17655,680
ENSG00000092529,NP_000061.1,P20807,CAPN3,ENSP00000380349.3,P20807,886
ENSG00000126247,NP_001740.1,P04632,CAPNS1,ENSP00000246533.2,P04632,1488
ENSG00000077274,NP_055104.2,Q9Y6Q1,CAPN6,ENSP00000317214.1,Q9Y6Q1,886
ENSG00000105519,NP_004049.3,Q13938,CAPS,ENSP00000465883.2,Q13938,424
ENSG00000116489,NP_006126.1,P52907,CAPZA1,ENSP00000263168.3,P52907,1488
ENSG00000198898,NP_006127.1,P47755,CAPZA2,ENSP00000354947.2,P47755,1488
ENSG00000153113,NP_001741.4,P20810,CAST,ENSP00000501872.1,P20810,544
ENSG00000077549,NP_004921.1,P47756,CAPZB,ENSP00000264202.7,P47756,1488
ENSG00000110619,NP_001014437.1,P49589,CARS1,ENSP00000369897.4,P49589,4290
ENSG00000137752,NP_001244047.1,P29466,CASP1,ENSP00000433138.1,P29466,886
ENSG00000106144,NP_116764.2,P42575,CASP2,ENSP00000312664.5,P42575,886
ENSG00000164305,NP_004337.2,P42574,CASP3,ENSP00000311032.4,P42574,987
ENSG00000196954,NP_001216.1,P49662,CASP4,ENSP00000388566.2,P49662,886
ENSG00000137757,NP_004338.3,P51878,CASP5,ENSP00000260315.3,P51878,886
ENSG00000138794,NP_001217.2,P55212,CASP6,ENSP00000265164.2,P55212,987
ENSG00000165806,NP_001218.1,P55210,CASP7,ENSP00000358324.4,P55210,987
ENSG00000064012,NP_001358980.1,Q14790,CASP8,ENSP00000501268.1,Q14790,886
ENSG00000132906,NP_001220.2,P55211,CASP9,ENSP00000330237.5,P55211,886
ENSG00000003400,NP_116759.2,Q92851,CASP10,ENSP00000286186.6,Q92851,454
ENSG00000143318,NP_001222.3,P31415,CASQ1,ENSP00000357057.3,P31415,454
ENSG00000118729,NP_001223.2,O14958,CASQ2,ENSP00000261448.5,O14958,680
ENSG00000036828,NP_000379.3,P41180,CASR,ENSP00000491584.2,P41180,680
ENSG00000121691,NP_001743.1,P04040,CAT,ENSP00000241052.4,P04040,987
ENSG00000105974,NP_001744.2,Q03135,CAV1,ENSP00000339191.2,Q03135,680
ENSG00000105971,NP_001224.1,P51636,CAV2,ENSP00000222693.4,P51636,950
ENSG00000182533,NP_203123.1,P56539,CAV3,ENSP00000341940.2,P56539,680
ENSG00000124813,NP_001019801.3,Q13950,RUNX2,ENSP00000495497.1,Q13950,987
ENSG00000159216,NP_001745.2,Q01196,RUNX1,ENSP00000501943.1,Q01196,645
ENSG00000129993,NP_005178.4,O75081,CBFA2T3,ENSP00000268679.4,O75081,382
ENSG00000020633,NP_004341.1,Q13761,RUNX3,ENSP00000308051.6,Q13761,987
ENSG00000067955,NP_074036.1,Q13951,CBFB,ENSP00000415151.2,Q13951,987
ENSG00000170099,NP_001747.3,P08185,SERPINA6,ENSP00000342850.3,P08185,168
ENSG00000110395,NP_005179.2,P22681,CBL,ENSP00000264033.3,P22681,544
ENSG00000114423,NP_733762.2,Q13191,CBLB,ENSP00000377598.4,Q13191,645
ENSG00000102924,NP_004343.1,P23435,CBLN1,ENSP00000219197.5,P23435,680
ENSG00000149257,NP_001226.2,P50454,SERPINH1,ENSP00000350894.4,P50454,645
