refseq_ids	Ensembl_Gene_ID
NP_000153.1	ENSG00000106633
NP_002046.1	ENSG00000131095
NP_944494.1	ENSG00000113327
NP_004951.1	ENSG00000089280
NP_075598.2	ENSG00000077782
NP_001002294.1	ENSG00000007933
NP_997647.2	ENSG00000115414
NP_000133.1	ENSG00000068078
NP_068656.2	ENSG00000171557
NP_000129.3	ENSG00000166147
NP_001944.1	ENSG00000025708
NP_001357188.2	ENSG00000133895
NP_001963.1	ENSG00000197561
NP_000390.2	ENSG00000122877
NP_001382342.1	ENSG00000127948
NP_003995.2	ENSG00000165474
NP_758957.2	ENSG00000159189
NP_000081.2	ENSG00000168542
NP_000079.2	ENSG00000108821
NP_001835.3	ENSG00000139219
NP_000085.1	ENSG00000114270
NP_000082.2	ENSG00000169031
NP_000735.1	ENSG00000101204
NP_065574.4	ENSG00000070748
NP_000074.3	ENSG00000188037
NP_000061.1	ENSG00000092529
NP_000710.5	ENSG00000151067
NP_001700.2	ENSG00000176697
NP_001076440.2	ENSG00000132437
NP_000477.1	ENSG00000167580
NP_001173.2	ENSG00000164904
NP_000475.1	ENSG00000142192
NP_000012.1	ENSG00000080815
NP_001092.1	ENSG00000075624
NP_001604.1	ENSG00000107796
NP_001091.1	ENSG00000143632
NP_001104537.1	ENSG00000115170
NP_001605.1	ENSG00000184009
NP_000071.1	ENSG00000108556
NP_000738.2	ENSG00000170175
NP_006554.1	ENSG00000105610
NP_001035806.1	ENSG00000173599
NP_004073.2	ENSG00000204843
NP_004510.1	ENSG00000184156
NP_055981.1	ENSG00000100427
NP_116759.2	ENSG00000003400
NP_919224.1	ENSG00000115155
NP_001229886.1	ENSG00000111837
NP_004324.2	ENSG00000157764
NP_000185.1	ENSG00000165704
NP_003061.3	ENSG00000080503
NP_009330.1	ENSG00000115415
NP_001444.2	ENSG00000054598
NP_001230937.1	ENSG00000130294
NP_000622.2	ENSG00000100365
NP_005248.2	ENSG00000141448
NP_005857.1	ENSG00000147955
NP_005893.1	ENSG00000166949
NP_015556.1	ENSG00000079616
NP_004238.3	ENSG00000108883
NP_004278.2	ENSG00000108433
NP_057303.2	ENSG00000177239
NP_789744.1	ENSG00000197563
NP_005996.2	ENSG00000109501
NP_777367.1	ENSG00000163646
NP_001002755.1	ENSG00000169599
NP_055112.2	ENSG00000105755
NP_054768.2	ENSG00000177646
NP_079495.1	ENSG00000101152
NP_490647.1	ENSG00000105993
NP_001364071.1	ENSG00000101333
NP_057126.2	ENSG00000107371
NP_064693.2	ENSG00000069431
NP_001350047.1	ENSG00000185803
NP_001116102.1	ENSG00000129757
NP_000065.1	ENSG00000102245
NP_000080.2	ENSG00000164692
NP_001029027.1	ENSG00000152457
NP_009009.1	ENSG00000122367
NP_937983.2	ENSG00000164362
NP_004975.2	ENSG00000155980
NP_073624.2	ENSG00000173614
NP_005331.1	ENSG00000169567
NP_077288.2	ENSG00000111670
NP_058634.4	ENSG00000172638
NP_004060.2	ENSG00000042753
NP_001130.1	ENSG00000179477
NP_001365381.1	ENSG00000150995
NP_065873.2	ENSG00000107147
NP_001351100.1	ENSG00000105479
NP_060956.1	ENSG00000147099
NP_036604.2	ENSG00000129295
NP_002871.1	ENSG00000132155
NP_000086.2	ENSG00000105664
NP_071505.2	ENSG00000116001
NP_001369496.1	ENSG00000167323
NP_002730.1	ENSG00000126583
NP_004406.2	ENSG00000096696
NP_001005242.2	ENSG00000057294
NP_001373724.1	ENSG00000134769
NP_000494.2	ENSG00000104313
NP_775748.2	ENSG00000182040
NP_115791.3	ENSG00000198286
NP_000539.2	ENSG00000103197
NP_005111.2	ENSG00000184634
NP_055304.1	ENSG00000148985
NP_001124295.1	ENSG00000130816
NP_061154.1	ENSG00000126970
NP_001136336.2	ENSG00000103335
NP_001186036.1	ENSG00000162065
NP_542172.2	ENSG00000176022
NP_008843.1	ENSG00000143622
NP_068806.2	ENSG00000173540
NP_006249.1	ENSG00000185532
NP_001278.1	ENSG00000103249
NP_001867.2	ENSG00000110090
NP_005620.1	ENSG00000130821
NP_000531.2	ENSG00000196218
NP_056980.2	ENSG00000004838
NP_060597.4	ENSG00000006744
NP_001093392.1	ENSG00000101901
NP_066268.1	ENSG00000087258
NP_000214.1	ENSG00000187242
NP_005545.1	ENSG00000205420
NP_005564.1	ENSG00000113368
NP_066554.2	ENSG00000100285
NP_005325.2	ENSG00000172534
NP_001336182.1	ENSG00000168356
NP_001127879.1	ENSG00000183454
NP_659501.1	ENSG00000185482
NP_982271.3	ENSG00000159082
NP_001177346.1	ENSG00000251192
NP_001346945.1	ENSG00000160211
NP_001136272.1	ENSG00000188107
NP_001373.2	ENSG00000172269
NP_001976.1	ENSG00000105379
NP_003473.3	ENSG00000167548
NP_003997.2	ENSG00000198947
NP_004360.2	ENSG00000163359
NP_004371.2	ENSG00000005339
NP_001157980.2	ENSG00000183091
NP_004597.3	ENSG00000147133
NP_996848.1	ENSG00000160282
NP_001070833.1	ENSG00000130714
NP_055610.1	ENSG00000169554
NP_060525.3	ENSG00000156574
NP_077010.1	ENSG00000182858
NP_001306003.2	ENSG00000173976
NP_001311073.1	ENSG00000147124
NP_056477.1	ENSG00000138002
NP_001120727.1	ENSG00000167634
NP_001012738.1	ENSG00000148604
NP_079509.5	ENSG00000068120
NP_001821.2	ENSG00000073464
NP_001949.1	ENSG00000101210
NP_647479.2	ENSG00000140015
NP_006061.2	ENSG00000114354
NP_001299602.1	ENSG00000161217
NP_004811.1	ENSG00000172817
NP_001269154.1	ENSG00000093072
NP_001164626.1	ENSG00000229833
NP_001365544.1	ENSG00000048342
NP_001128303.1	ENSG00000135541
NP_001071.1	ENSG00000112294
NP_000375.3	ENSG00000084674
NP_000733.2	ENSG00000120903
NP_001029288.1	ENSG00000115211
NP_005661.1	ENSG00000112425
NP_001990.2	ENSG00000138829
NP_113584.3	ENSG00000086758
NP_001358525.1	ENSG00000164073
NP_660282.2	ENSG00000167371
NP_001003841.1	ENSG00000174358
NP_003110.1	ENSG00000197912
NP_006763.2	ENSG00000197283
NP_001358552.1	ENSG00000070814
NP_001372804.1	ENSG00000155256
NP_001606.1	ENSG00000163017
NP_001116857.1	ENSG00000183337
NP_001202.5	ENSG00000156970
NP_004447.2	ENSG00000106462
NP_001278344.1	ENSG00000147050
NP_001836.3	ENSG00000187498
NP_001258625.1	ENSG00000131269
NP_001689.1	ENSG00000148090
NP_068602.2	ENSG00000107815
NP_001310218.1	ENSG00000008086
NP_115934.1	ENSG00000136698
NP_000094.2	ENSG00000137869
NP_001365112.1	ENSG00000154864
NP_055132.2	ENSG00000148459
NP_009146.2	ENSG00000256525
NP_001177990.1	ENSG00000177542
NP_006078.2	ENSG00000104833
NP_066550.2	ENSG00000164588
NP_004513.1	ENSG00000168280
NP_065175.4	ENSG00000137411
NP_001186067.1	ENSG00000091106
NP_116277.2	ENSG00000196739
NP_003230.1	ENSG00000119699
NP_758440.1	ENSG00000139323
NP_001161095.1	ENSG00000151067
NP_001317189.1	ENSG00000196876
NP_787110.2	ENSG00000101076
NP_004083.3	ENSG00000127884
NP_886552.3	ENSG00000072756
NP_000038.2	ENSG00000157399
NP_958933.1	ENSG00000205336
NP_003602.1	ENSG00000046651
NP_899200.1	ENSG00000173175
NP_001275634.1	ENSG00000182578
NP_005351.2	ENSG00000178573
NP_758872.1	ENSG00000143473
NP_001186180.1	ENSG00000129810
NP_001360.1	ENSG00000039139
NP_000533.4	ENSG00000168878
NP_001361187.1	ENSG00000157764
NP_004976.2	ENSG00000133703
NP_976033.1	ENSG00000164610
NP_001116241.1	ENSG00000135338
NP_689632.2	ENSG00000165102
NP_000027.3	ENSG00000116748
NP_005318.6	ENSG00000138796
NP_000274.3	ENSG00000133256
NP_000309.2	ENSG00000164751
NP_060209.4	ENSG00000085998
NP_998885.1	ENSG00000250479
NP_075555.1	ENSG00000183770
NP_057161.1	ENSG00000141378
NP_612431.2	ENSG00000213638
NP_112235.2	ENSG00000104973
NP_001020466.1	ENSG00000206013
NP_001022.1	ENSG00000233927
NP_005240.3	ENSG00000176165
NP_006236.1	ENSG00000112640
NP_004965.1	ENSG00000177301
NP_005468.1	ENSG00000138622
NP_003033.3	ENSG00000157103
NP_997244.4	ENSG00000150893
NP_061982.3	ENSG00000033011
NP_000434.1	ENSG00000005471
NP_001121143.1	ENSG00000113594
NP_001365406.2	ENSG00000188937
NP_055595.2	ENSG00000044090
NP_001368.2	ENSG00000187240
NP_808592.2	ENSG00000104763
NP_057264.4	ENSG00000164175
NP_001003722.1	ENSG00000119392
NP_001171809.1	ENSG00000165194
NP_001340143.1	ENSG00000141627
NP_000633.2	ENSG00000162688
NP_001027392.1	ENSG00000136854
NP_004362.2	ENSG00000122218
NP_694551.1	ENSG00000161653
NP_001258822.1	ENSG00000233608
NP_001347.3	ENSG00000215301
NP_001782.1	ENSG00000070831
NP_991331.1	ENSG00000179456
NP_003482.1	ENSG00000102030
NP_008870.2	ENSG00000100485
NP_000524.3	ENSG00000123560
NP_001184033.1	ENSG00000118058
NP_000084.3	ENSG00000130635
NP_036192.2	ENSG00000087470
NP_002851.2	ENSG00000059573
NP_001336267.1	ENSG00000114861
NP_036196.1	ENSG00000135517
NP_001290185.1	ENSG00000133422
NP_000825.2	ENSG00000273079
NP_116119.2	ENSG00000130347
NP_115733.2	ENSG00000136710
NP_001362309.1	ENSG00000108001
NP_056150.1	ENSG00000123066
NP_036325.2	ENSG00000174804
NP_079483.3	ENSG00000160688
NP_001012632.1	ENSG00000159692
NP_062543.1	ENSG00000126945
NP_001129611.1	ENSG00000071564
NP_852123.1	ENSG00000135903
NP_001338061.1	ENSG00000139197
NP_001116224.1	ENSG00000163536
NP_667338.3	ENSG00000173040
NP_005018.2	ENSG00000105647
NP_015566.1	ENSG00000176884
NP_001018125.1	ENSG00000144554
NP_036205.1	ENSG00000150753
NP_001108225.1	ENSG00000106991
NP_001335697.1	ENSG00000138411
NP_001362737.1	ENSG00000101577
NP_065109.1	ENSG00000177666
NP_002241.1	ENSG00000104783
NP_004178.2	ENSG00000126012
NP_009049.2	ENSG00000038382
NP_057278.2	ENSG00000069966
NP_002700.1	ENSG00000213639
NP_002287.2	ENSG00000143815
NP_665860.2	ENSG00000186197
NP_005254.2	ENSG00000162676
NP_000083.3	ENSG00000081052
NP_002283.3	ENSG00000172037
NP_644810.2	ENSG00000134987
NP_001092757.2	ENSG00000172548
NP_891555.2	ENSG00000037280
NP_000484.2	ENSG00000123500
NP_001361552.1	ENSG00000180316
NP_055804.2	ENSG00000079841
NP_940820.1	ENSG00000122507
NP_000028.3	ENSG00000029534
NP_004950.2	ENSG00000136931
NP_001165774.1	ENSG00000120539
NP_001359005.1	ENSG00000198807
NP_777576.1	ENSG00000159459
NP_001350640.1	ENSG00000140279
NP_061138.3	ENSG00000184056
NP_001009944.3	ENSG00000008710
NP_001308049.1	ENSG00000121075
NP_000204.3	ENSG00000132470
NP_004026.2	ENSG00000161533
NP_038463.2	ENSG00000134438
NP_787071.3	ENSG00000177045
NP_004919.1	ENSG00000160226
NP_001877.1	ENSG00000196431
NP_001158.2	ENSG00000101966
NP_000207.2	ENSG00000011201
NP_003029.2	ENSG00000115902
NP_071890.2	ENSG00000196511
NP_001154824.1	ENSG00000156113
NP_148982.1	ENSG00000138326
NP_079094.1	ENSG00000081307
NP_004104.3	ENSG00000114279
NP_619649.1	ENSG00000185115
NP_005645.1	ENSG00000175745
NP_004399.2	ENSG00000106976
NP_067641.2	ENSG00000179148
NP_000435.3	ENSG00000102174
NP_004264.2	ENSG00000122863
NP_001449.3	ENSG00000128591
NP_000381.1	ENSG00000188419
NP_003352.2	ENSG00000169344
NP_000425.1	ENSG00000204386
NP_001020774.1	ENSG00000143390
NP_001364228.1	ENSG00000158864
NP_065098.1	ENSG00000070785
NP_001034437.1	ENSG00000115380
NP_002172.2	ENSG00000163501
NP_001365616.1	ENSG00000017260
NP_940799.1	ENSG00000121853
NP_149349.2	ENSG00000114378
NP_001382585.1	ENSG00000185008
NP_000195.3	ENSG00000205403
NP_003891.1	ENSG00000161011
NP_937882.2	ENSG00000112761
NP_683720.2	ENSG00000204264
NP_570901.3	ENSG00000147804
NP_115970.2	ENSG00000122591
NP_150648.2	ENSG00000197969
NP_000102.1	ENSG00000091138
NP_000281.2	ENSG00000164708
NP_001128265.1	ENSG00000198331
NP_057207.2	ENSG00000198001
NP_068745.2	ENSG00000052850
NP_660201.1	ENSG00000175544
NP_443739.3	ENSG00000108515
NP_000131.2	ENSG00000066926
NP_055085.1	ENSG00000021488
NP_705694.3	ENSG00000171401
NP_005580.1	ENSG00000119711
NP_001103348.1	ENSG00000122145
NP_000344.1	ENSG00000198650
NP_003032.1	ENSG00000140675
NP_000147.1	ENSG00000130005
NP_079197.3	ENSG00000124429
NP_000548.2	ENSG00000125965
NP_002628.2	ENSG00000067177
NP_037518.3	ENSG00000085491
NP_002866.2	ENSG00000051180
NP_002435.1	ENSG00000147065
NP_079130.2	ENSG00000121350
NP_001165980.1	ENSG00000119042
NP_005148.2	ENSG00000097007
NP_057095.4	ENSG00000116353
NP_619520.1	ENSG00000132153
NP_003709.3	ENSG00000065883
NP_898871.1	ENSG00000083123
NP_057119.3	ENSG00000167113
NP_001245321.1	ENSG00000162129
NP_065712.1	ENSG00000111732
NP_006746.1	ENSG00000177156
NP_002632.1	ENSG00000165195
NP_000560.7	ENSG00000203747
NP_066269.1	ENSG00000163254
NP_006415.3	ENSG00000157765
NP_001805.4	ENSG00000109861
NP_000443.2	ENSG00000125255
NP_001005273.1	ENSG00000170004
NP_005043.1	ENSG00000169750
NP_008819.1	ENSG00000198668
NP_001121116.1	ENSG00000022355
NP_796374.2	ENSG00000148826
NP_057065.2	ENSG00000070808
NP_001211.3	ENSG00000058404
NP_001373064.1	ENSG00000144218
NP_001355823.1	ENSG00000007372
NP_060829.2	ENSG00000109775
NP_064455.1	ENSG00000128322
NP_000935.1	ENSG00000138814
NP_060277.1	ENSG00000092094
NP_056145.5	ENSG00000100014
NP_000261.2	ENSG00000198805
NP_005449.5	ENSG00000136928
NP_005509.1	ENSG00000134240
NP_001061.2	ENSG00000131462
NP_002439.2	ENSG00000163132
NP_005441.1	ENSG00000183691
NP_000470.3	ENSG00000104899
NP_002388.2	ENSG00000081189
NP_001073136.1	ENSG00000136352
NP_001352017.1	ENSG00000140199
NP_055993.2	ENSG00000008853
NP_116195.2	ENSG00000144647
NP_000184.1	ENSG00000164690
NP_001358656.1	ENSG00000145864
NP_001358995.1	ENSG00000137203
NP_001352831.1	ENSG00000008441
NP_071415.1	ENSG00000131844
NP_001077431.1	ENSG00000196628
NP_057204.2	ENSG00000131263
NP_065390.1	ENSG00000100906
NP_001289981.1	ENSG00000186487
NP_055790.1	ENSG00000105613
NP_006484.2	ENSG00000102805
NP_001155220.1	ENSG00000105370
NP_003667.1	ENSG00000143753
NP_001365898.1	ENSG00000171385
NP_001078518.1	ENSG00000158186
NP_001335729.1	ENSG00000181722
NP_000316.2	ENSG00000164093
NP_036611.2	ENSG00000170027
NP_000373.1	ENSG00000072210
NP_000497.1	ENSG00000180210
NP_001008213.1	ENSG00000123240
NP_001193.2	ENSG00000125378
NP_000676.1	ENSG00000144891
NP_055577.1	ENSG00000116133
NP_001264.2	ENSG00000111642
NP_002491.3	ENSG00000162992
NP_060767.2	ENSG00000151092
NP_005452.2	ENSG00000204103
NP_005175.2	ENSG00000160014
NP_000916.2	ENSG00000168291
NP_001258732.1	ENSG00000132563
NP_055066.1	ENSG00000004864
NP_116045.2	ENSG00000150990
NP_758861.1	ENSG00000117335
NP_000815.1	ENSG00000109738
NP_002736.3	ENSG00000100030
NP_000255.2	ENSG00000185920
NP_002567.3	ENSG00000149269
NP_808227.1	ENSG00000101266
NP_037377.1	ENSG00000132612
NP_116145.1	ENSG00000186603
NP_015564.5	ENSG00000125675
NP_003856.1	ENSG00000163666
NP_003095.2	ENSG00000140263
NP_982301.1	ENSG00000102312
NP_000476.1	ENSG00000198931
NP_003840.2	ENSG00000163541
NP_036286.2	ENSG00000123908
NP_060083.1	ENSG00000159147
NP_002962.1	ENSG00000182568
NP_006512.2	ENSG00000068323
NP_006374.1	ENSG00000136425
NP_000269.3	ENSG00000075891
NP_060417.4	ENSG00000075643
NP_005907.3	ENSG00000166508
NP_055040.2	ENSG00000105568
NP_002755.1	ENSG00000147224
NP_821080.1	ENSG00000137285
NP_000513.2	ENSG00000106031
NP_001308004.1	ENSG00000132535
NP_000536.6	ENSG00000135100
NP_008872.1	ENSG00000100146
NP_001079990.1	ENSG00000224877
NP_001025067.1	ENSG00000196998
NP_001077088.2	ENSG00000120251
NP_005435.1	ENSG00000144580
NP_057688.3	ENSG00000120733
NP_001076585.1	ENSG00000180644
NP_000305.3	ENSG00000171862
NP_000510.1	ENSG00000223609
NP_009225.1	ENSG00000012048
NP_004983.1	ENSG00000169057
NP_000175.1	ENSG00000196565
NP_733765.1	ENSG00000174437
NP_000252.1	ENSG00000034971
NP_000220.1	ENSG00000213398
NP_003131.1	ENSG00000184895
NP_057122.2	ENSG00000126524
NP_002342.1	ENSG00000183918
NP_000264.2	ENSG00000101850
NP_001093327.1	ENSG00000269335
NP_000223.1	ENSG00000163069
NP_000466.2	ENSG00000169297
NP_001895.1	ENSG00000168036
NP_001008217.1	ENSG00000117308
NP_004378.1	ENSG00000183072
NP_000506.2	ENSG00000259384
NP_000367.1	ENSG00000111424
NP_000187.3	ENSG00000176387
NP_000134.2	ENSG00000091483
NP_954712.1	ENSG00000092929
NP_000213.1	ENSG00000157404
NP_001020560.1	ENSG00000133805
NP_000337.1	ENSG00000125398
NP_002707.3	ENSG00000137713
NP_005404.1	ENSG00000138083
NP_000008.1	ENSG00000122971
NP_002991.2	ENSG00000117118
NP_001307127.1	ENSG00000170442
NP_000241.1	ENSG00000005381
NP_002291.1	ENSG00000111716
NP_005582.1	ENSG00000020922
NP_065434.1	ENSG00000135409
NP_004320.2	ENSG00000107779
NP_001070.2	ENSG00000115085
NP_001116131.1	ENSG00000136160
NP_000297.1	ENSG00000064835
NP_899058.1	ENSG00000069974
NP_001138724.1	ENSG00000126759
NP_006423.1	ENSG00000119655
NP_000421.1	ENSG00000007168
NP_658986.1	ENSG00000101292
NP_114432.2	ENSG00000136492
NP_060352.1	ENSG00000128973
NP_473368.1	ENSG00000154122
NP_005150.1	ENSG00000159251
NP_001142.2	ENSG00000151729
NP_005373.2	ENSG00000104722
NP_000465.1	ENSG00000122691
NP_000505.1	ENSG00000168621
NP_009193.2	ENSG00000116288
NP_065160.1	ENSG00000126233
NP_001091992.1	ENSG00000109854
NP_066998.1	ENSG00000105697
NP_000315.2	ENSG00000112077
NP_006109.2	ENSG00000143575
NP_055956.1	ENSG00000152642
NP_076869.1	ENSG00000167397
NP_001025042.2	ENSG00000101282
NP_005892.1	ENSG00000175387
NP_002099.1	ENSG00000084110
NP_002881.1	ENSG00000145715
NP_000819.4	ENSG00000125675
NP_000285.1	ENSG00000156873
NP_000256.4	ENSG00000158517
NP_996917.1	ENSG00000124205
NP_000200.1	ENSG00000139515
NP_000253.1	ENSG00000198951
NP_004628.4	ENSG00000075785
NP_001013858.1	ENSG00000002822
NP_872354.1	ENSG00000197753
NP_057187.1	ENSG00000152700
NP_065689.1	ENSG00000118972
NP_001133.1	ENSG00000125363
NP_003218.2	ENSG00000106327
NP_005369.2	ENSG00000134323
NP_061833.1	ENSG00000124713
NP_002399.1	ENSG00000168282
NP_110388.2	ENSG00000162552
NP_476429.2	ENSG00000186442
NP_066569.1	ENSG00000047597
NP_000272.1	ENSG00000166228
NP_065168.2	ENSG00000198835
NP_004741.1	ENSG00000006016
NP_001366539.1	ENSG00000164266
NP_000226.2	ENSG00000107798
NP_550433.1	ENSG00000076248
NP_000398.1	ENSG00000203618
NP_001484.1	ENSG00000203879
NP_006479.1	ENSG00000138030
NP_006004.3	ENSG00000147403
NP_001349988.1	ENSG00000129422
NP_859054.1	ENSG00000265107
NP_066300.1	ENSG00000061337
NP_000179.2	ENSG00000156515
NP_000113.1	ENSG00000163161
NP_060889.1	ENSG00000203883
NP_001028216.1	ENSG00000135821
NP_644808.1	ENSG00000180398
NP_001076.2	ENSG00000196136
NP_001070246.1	ENSG00000168309
NP_002272.2	ENSG00000205426
NP_000306.1	ENSG00000152266
NP_004456.1	ENSG00000070193
NP_003914.1	ENSG00000160973
NP_000098.1	ENSG00000134574
NP_115569.2	ENSG00000172922
NP_008966.1	ENSG00000139330
NP_659434.2	ENSG00000154803
NP_003850.1	ENSG00000000419
NP_055282.1	ENSG00000102359
NP_598397.1	ENSG00000133424
NP_001336727.1	ENSG00000109670
NP_009060.2	ENSG00000043355
NP_001747.3	ENSG00000170099
NP_789782.1	ENSG00000101421
NP_003271.1	ENSG00000114854
NP_005980.1	ENSG00000122787
NP_001119600.1	ENSG00000163421
NP_001900.1	ENSG00000117984
NP_000073.1	ENSG00000049167
NP_000772.2	ENSG00000140459
NP_001071088.1	ENSG00000214140
NP_002746.1	ENSG00000169032
NP_620116.1	ENSG00000087088
NP_002863.1	ENSG00000128340
NP_005324.3	ENSG00000004961
NP_004475.1	ENSG00000147257
NP_001033.1	ENSG00000181856
NP_003273.1	ENSG00000130598
NP_003467.1	ENSG00000129170
NP_036580.2	ENSG00000173757
NP_001884.2	ENSG00000141551
NP_000563.1	ENSG00000136634
NP_000810.1	ENSG00000159131
NP_002897.1	ENSG00000137710
NP_001165972.1	ENSG00000103546
NP_005193.1	ENSG00000171812
NP_852664.1	ENSG00000145675
NP_004606.2	ENSG00000156298
NP_523240.1	ENSG00000123080
NP_109587.1	ENSG00000126934
NP_001671.2	ENSG00000137731
NP_004549.1	ENSG00000171119
NP_005242.1	ENSG00000176692
NP_071334.1	ENSG00000135766
NP_258412.1	ENSG00000125877
NP_001265360.1	ENSG00000223953
NP_619646.1	ENSG00000168303
NP_001011551.1	ENSG00000171155
NP_004106.1	ENSG00000102466
NP_057361.3	ENSG00000112210
NP_005447.1	ENSG00000121653
NP_001092010.1	ENSG00000173083
NP_478059.1	ENSG00000135069
NP_067033.1	ENSG00000170043
NP_619579.1	ENSG00000165410
NP_835258.1	ENSG00000107187
NP_057411.1	ENSG00000100024
NP_001119593.1	ENSG00000125454
NP_061944.2	ENSG00000071243
NP_001744.2	ENSG00000105974
NP_001028.1	ENSG00000105711
NP_001341697.1	ENSG00000129535
NP_004039.1	ENSG00000166710
NP_005879.1	ENSG00000075415
NP_078790.2	ENSG00000186104
NP_078805.3	ENSG00000134371
NP_997001.1	ENSG00000272047
NP_149053.1	ENSG00000167654
NP_001358980.1	ENSG00000064012
NP_001405.1	ENSG00000111361
NP_001796.2	ENSG00000092067
NP_000528.1	ENSG00000143839
NP_000031.1	ENSG00000110245
NP_001276737.1	ENSG00000109846
NP_001759.3	ENSG00000153563
NP_001369218.1	ENSG00000131808
NP_002327.2	ENSG00000070018
NP_005020.1	ENSG00000107859
NP_001139551.1	ENSG00000159261
NP_005848.2	ENSG00000084073
NP_001974.1	ENSG00000012061
NP_002267.2	ENSG00000171345
NP_653082.1	ENSG00000114349
NP_005238.1	ENSG00000186895
NP_000091.1	ENSG00000160213
NP_000137.2	ENSG00000087086
NP_001352880.1	ENSG00000054523
NP_001123630.1	ENSG00000128641
NP_001515.1	ENSG00000161610
NP_000298.3	ENSG00000196767
NP_001116244.1	ENSG00000135439
NP_001002295.1	ENSG00000107485
NP_619725.3	ENSG00000132170
NP_001365085.1	ENSG00000173369
NP_722450.1	ENSG00000151704
NP_001342365.1	ENSG00000070182
NP_001154818.1	ENSG00000072609
NP_001230106.1	ENSG00000149925
NP_001305439.1	ENSG00000068366
NP_068374.1	ENSG00000165588
NP_001745.2	ENSG00000159216
NP_001358208.1	ENSG00000068615
NP_001129080.1	ENSG00000145819
NP_001340850.1	ENSG00000131089
NP_001041639.1	ENSG00000132781
NP_001139685.2	ENSG00000121749
NP_569157.2	ENSG00000119950
NP_002569.1	ENSG00000077264
NP_001078846.2	ENSG00000171444
NP_001238953.1	ENSG00000134160
NP_443111.4	ENSG00000161813
NP_002371.3	ENSG00000132561
NP_005130.1	ENSG00000138772
NP_001382134.1	ENSG00000095627
NP_036231.1	ENSG00000117877
NP_001371069.1	ENSG00000150275
NP_001364996.1	ENSG00000108389
NP_003556.2	ENSG00000177169
NP_116219.2	ENSG00000141076
NP_006022.3	ENSG00000160299
NP_003292.1	ENSG00000174417
NP_001238.3	ENSG00000197586
NP_002967.2	ENSG00000136546
NP_001354408.1	ENSG00000185842
NP_001007541.2	ENSG00000187492
NP_057228.1	ENSG00000145781
NP_036500.2	ENSG00000168158
NP_001099049.1	ENSG00000183379
NP_056193.2	ENSG00000048707
NP_079357.2	ENSG00000205978
NP_078832.1	ENSG00000197798
NP_008922.1	ENSG00000186448
NP_003738.2	ENSG00000173273
NP_064572.2	ENSG00000183624
NP_006716.3	ENSG00000013725
NP_031387.3	ENSG00000087303
NP_079452.3	ENSG00000101004
NP_001011552.2	ENSG00000180251
NP_001284517.1	ENSG00000159905
NP_778237.1	ENSG00000146383
NP_060261.2	ENSG00000119686
NP_001317601.1	ENSG00000064042
NP_060225.4	ENSG00000037474
NP_000410.2	ENSG00000005961
NP_004305.2	ENSG00000129744
NP_002408.3	ENSG00000148773
NP_057332.1	ENSG00000023516
NP_056030.1	ENSG00000171735
NP_036365.1	ENSG00000115839
NP_115796.2	ENSG00000156453
NP_036483.3	ENSG00000196184
NP_000114.3	ENSG00000134899
NP_542454.3	ENSG00000152954
NP_004425.2	ENSG00000066629
NP_001035937.1	ENSG00000100997
NP_001120680.1	ENSG00000168769
NP_062545.1	ENSG00000169777
NP_002532.2	ENSG00000105953
NP_001365386.1	ENSG00000104093
NP_208325.3	ENSG00000133739
NP_001011547.2	ENSG00000117834
NP_002037.2	ENSG00000111640
NP_659455.3	ENSG00000165490
NP_775749.2	ENSG00000176563
NP_056174.2	ENSG00000104635
NP_001356197.1	ENSG00000157766
NP_060897.3	ENSG00000085721
NP_058132.2	ENSG00000089127
NP_006519.1	ENSG00000105825
NP_006707.1	ENSG00000006634
NP_065777.1	ENSG00000123213
NP_005029.1	ENSG00000171497
NP_997200.1	ENSG00000164185
