ENSGene,ENSProt
ENSG00000053371,ENSP00000235835
ENSG00000117533,ENSP00000236192
ENSG00000117614,ENSP00000236273
ENSG00000117984,ENSP00000236671
ENSG00000118113,ENSP00000236826
ENSG00000118137,ENSP00000236850
ENSG00000138363,ENSP00000236959
ENSG00000118245,ENSP00000236979
ENSG00000118271,ENSP00000237014
ENSG00000118407,ENSP00000237172
ENSG00000118434,ENSP00000237201
ENSG00000028839,ENSP00000237264
ENSG00000118496,ENSP00000237281
ENSG00000189007,ENSP00000237283
ENSG00000118579,ENSP00000237380
ENSG00000118705,ENSP00000237530
ENSG00000118762,ENSP00000237596
ENSG00000118804,ENSP00000237642
ENSG00000118972,ENSP00000237837
ENSG00000118985,ENSP00000237853
ENSG00000119203,ENSP00000238112
ENSG00000111364,ENSP00000238146
ENSG00000119242,ENSP00000238156
ENSG00000119541,ENSP00000238497
ENSG00000133937,ENSP00000238558
ENSG00000119638,ENSP00000238616
ENSG00000119669,ENSP00000238647
ENSG00000119673,ENSP00000238651
ENSG00000119699,ENSP00000238682
ENSG00000115421,ENSP00000238714
ENSG00000119729,ENSP00000238738
ENSG00000119777,ENSP00000238788
ENSG00000119812,ENSP00000238823
ENSG00000119820,ENSP00000238831
ENSG00000119878,ENSP00000238892
ENSG00000119938,ENSP00000238994
ENSG00000119973,ENSP00000239032
ENSG00000120068,ENSP00000239144
ENSG00000120075,ENSP00000239151
ENSG00000260027,ENSP00000239165
ENSG00000120129,ENSP00000239223
ENSG00000120149,ENSP00000239243
ENSG00000120211,ENSP00000239316
ENSG00000214042,ENSP00000239347
ENSG00000120318,ENSP00000239440
ENSG00000116132,ENSP00000239461
ENSG00000120509,ENSP00000239666
ENSG00000120526,ENSP00000239690
ENSG00000120697,ENSP00000239891
ENSG00000120709,ENSP00000239906
ENSG00000120729,ENSP00000239926
ENSG00000120738,ENSP00000239938
ENSG00000070087,ENSP00000239940
ENSG00000120837,ENSP00000240055
ENSG00000120860,ENSP00000240079
ENSG00000104290,ENSP00000240093
ENSG00000120896,ENSP00000240123
ENSG00000120948,ENSP00000240185
ENSG00000120952,ENSP00000240189
ENSG00000121039,ENSP00000240285
ENSG00000121058,ENSP00000240316
ENSG00000121068,ENSP00000240328
ENSG00000121152,ENSP00000240423
ENSG00000121211,ENSP00000240488
ENSG00000121314,ENSP00000240615
ENSG00000213809,ENSP00000240618
ENSG00000121318,ENSP00000240619
ENSG00000121350,ENSP00000240651
ENSG00000121351,ENSP00000240652
ENSG00000121377,ENSP00000240687
ENSG00000121381,ENSP00000240691
ENSG00000114354,ENSP00000240851
ENSG00000121579,ENSP00000240922
ENSG00000121653,ENSP00000241014
ENSG00000121690,ENSP00000241051
ENSG00000121743,ENSP00000241125
ENSG00000121853,ENSP00000241256
ENSG00000121858,ENSP00000241261
ENSG00000213366,ENSP00000241337
ENSG00000121989,ENSP00000241416
ENSG00000122008,ENSP00000241436
ENSG00000122025,ENSP00000241453
ENSG00000122035,ENSP00000241463
ENSG00000122068,ENSP00000241502
ENSG00000122180,ENSP00000241651
ENSG00000106546,ENSP00000242057
ENSG00000122507,ENSP00000242067
ENSG00000122543,ENSP00000242104
ENSG00000122547,ENSP00000242108
ENSG00000122574,ENSP00000242140
ENSG00000122592,ENSP00000242159
ENSG00000122641,ENSP00000242208
ENSG00000122679,ENSP00000242249
ENSG00000122687,ENSP00000242257
ENSG00000122691,ENSP00000242261
ENSG00000105939,ENSP00000242351
ENSG00000122787,ENSP00000242375
ENSG00000122859,ENSP00000242462
ENSG00000122862,ENSP00000242465
ENSG00000122877,ENSP00000242480
ENSG00000138286,ENSP00000242505
ENSG00000076248,ENSP00000242576
ENSG00000122970,ENSP00000242591
ENSG00000122971,ENSP00000242592
ENSG00000123091,ENSP00000242719
ENSG00000123095,ENSP00000242728
ENSG00000123096,ENSP00000242729
ENSG00000123136,ENSP00000242776
ENSG00000123144,ENSP00000242784
ENSG00000123146,ENSP00000242786
ENSG00000123191,ENSP00000242839
ENSG00000123307,ENSP00000242994
ENSG00000123353,ENSP00000243045
ENSG00000123360,ENSP00000243052
ENSG00000123384,ENSP00000243077
ENSG00000197757,ENSP00000243108
ENSG00000117480,ENSP00000243167
ENSG00000117616,ENSP00000243189
ENSG00000058262,ENSP00000243253
ENSG00000123570,ENSP00000243298
ENSG00000123607,ENSP00000243344
ENSG00000123609,ENSP00000243346
ENSG00000123610,ENSP00000243347
ENSG00000123612,ENSP00000243349
ENSG00000123643,ENSP00000243389
ENSG00000123685,ENSP00000243440
ENSG00000123700,ENSP00000243457
ENSG00000123739,ENSP00000243501
ENSG00000077312,ENSP00000243563
ENSG00000123810,ENSP00000243578
ENSG00000256683,ENSP00000243644
ENSG00000123892,ENSP00000243662
ENSG00000123989,ENSP00000243776
ENSG00000123999,ENSP00000243786
ENSG00000101442,ENSP00000243903
ENSG00000124089,ENSP00000243911
ENSG00000204070,ENSP00000243918
ENSG00000124102,ENSP00000243924
ENSG00000124172,ENSP00000243997
ENSG00000124193,ENSP00000244020
ENSG00000124209,ENSP00000244040
ENSG00000124212,ENSP00000244043
ENSG00000124216,ENSP00000244050
ENSG00000124217,ENSP00000244051
ENSG00000124226,ENSP00000244061
ENSG00000124334,ENSP00000244174
ENSG00000124370,ENSP00000244217
ENSG00000124374,ENSP00000244221
ENSG00000124380,ENSP00000244227
ENSG00000124383,ENSP00000244230
ENSG00000124391,ENSP00000244241
ENSG00000079435,ENSP00000244289
ENSG00000124466,ENSP00000244333
ENSG00000124469,ENSP00000244336
ENSG00000124541,ENSP00000244496
ENSG00000111801,ENSP00000244519
ENSG00000124562,ENSP00000244520
ENSG00000124568,ENSP00000244527
ENSG00000274618,ENSP00000244537
ENSG00000124602,ENSP00000244565
ENSG00000124608,ENSP00000244571
ENSG00000124610,ENSP00000244573
ENSG00000124701,ENSP00000244669
ENSG00000124731,ENSP00000244709
ENSG00000124766,ENSP00000244745
ENSG00000124783,ENSP00000244763
ENSG00000124882,ENSP00000244869
ENSG00000124935,ENSP00000244926
ENSG00000124939,ENSP00000244930
ENSG00000125037,ENSP00000245046
ENSG00000125124,ENSP00000245157
ENSG00000125166,ENSP00000245206
ENSG00000125207,ENSP00000245255
ENSG00000125249,ENSP00000245304
ENSG00000125255,ENSP00000245312
ENSG00000125347,ENSP00000245414
ENSG00000125378,ENSP00000245451
ENSG00000125384,ENSP00000245457
ENSG00000125398,ENSP00000245479
ENSG00000125445,ENSP00000245539
ENSG00000125449,ENSP00000245543
ENSG00000125450,ENSP00000245544
ENSG00000125458,ENSP00000245552
ENSG00000125505,ENSP00000245615
ENSG00000125629,ENSP00000245787
ENSG00000125650,ENSP00000245810
ENSG00000125652,ENSP00000245812
ENSG00000125656,ENSP00000245816
ENSG00000125657,ENSP00000245817
ENSG00000125676,ENSP00000245838
ENSG00000125730,ENSP00000245907
ENSG00000125731,ENSP00000245908
ENSG00000125740,ENSP00000245919
ENSG00000125744,ENSP00000245923
ENSG00000125753,ENSP00000245932
ENSG00000125755,ENSP00000245934
ENSG00000101224,ENSP00000245960
ENSG00000125810,ENSP00000246006
ENSG00000125863,ENSP00000246062
ENSG00000125868,ENSP00000246069
ENSG00000125870,ENSP00000246071
ENSG00000125878,ENSP00000246080
ENSG00000104953,ENSP00000246112
ENSG00000125910,ENSP00000246115
ENSG00000125912,ENSP00000246117
ENSG00000257365,ENSP00000246166
ENSG00000125967,ENSP00000246190
ENSG00000125970,ENSP00000246194
ENSG00000126088,ENSP00000246337
ENSG00000126233,ENSP00000246515
ENSG00000126249,ENSP00000246535
ENSG00000126261,ENSP00000246548
ENSG00000126264,ENSP00000246551
ENSG00000126266,ENSP00000246553
ENSG00000171401,ENSP00000246635
ENSG00000126353,ENSP00000246657
ENSG00000126368,ENSP00000246672
ENSG00000213465,ENSP00000246747
ENSG00000126458,ENSP00000246792
ENSG00000126460,ENSP00000246794
ENSG00000126467,ENSP00000246801
ENSG00000105373,ENSP00000246802
ENSG00000126524,ENSP00000246868
ENSG00000126545,ENSP00000246891
ENSG00000126549,ENSP00000246895
ENSG00000126562,ENSP00000246914
ENSG00000126602,ENSP00000246957
ENSG00000105705,ENSP00000247001
ENSG00000105671,ENSP00000247003
ENSG00000130283,ENSP00000247005
ENSG00000132581,ENSP00000247020
ENSG00000126653,ENSP00000247026
ENSG00000126775,ENSP00000247178
ENSG00000126787,ENSP00000247191
ENSG00000182521,ENSP00000247219
ENSG00000126821,ENSP00000247225
ENSG00000126861,ENSP00000247271
ENSG00000127022,ENSP00000247461
ENSG00000103490,ENSP00000247470
ENSG00000127191,ENSP00000247668
ENSG00000127311,ENSP00000247815
ENSG00000127337,ENSP00000247843
ENSG00000127362,ENSP00000247879
ENSG00000127364,ENSP00000247881
ENSG00000127366,ENSP00000247883
ENSG00000130803,ENSP00000247956
ENSG00000127445,ENSP00000247970
ENSG00000127452,ENSP00000247977
ENSG00000127528,ENSP00000248071
ENSG00000127533,ENSP00000248076
ENSG00000127554,ENSP00000248114
ENSG00000127561,ENSP00000248121
ENSG00000197562,ENSP00000248139
ENSG00000127588,ENSP00000248150
ENSG00000256223,ENSP00000248211
ENSG00000127666,ENSP00000248244
ENSG00000103111,ENSP00000248248
ENSG00000178982,ENSP00000248342
ENSG00000127824,ENSP00000248437
ENSG00000106211,ENSP00000248553
ENSG00000127920,ENSP00000248564
ENSG00000127928,ENSP00000248572
ENSG00000127947,ENSP00000248594
ENSG00000127951,ENSP00000248598
ENSG00000127980,ENSP00000248633
ENSG00000127989,ENSP00000248643
ENSG00000128011,ENSP00000248668
ENSG00000128045,ENSP00000248706
ENSG00000128159,ENSP00000248846
ENSG00000128185,ENSP00000248879
ENSG00000100055,ENSP00000248901
ENSG00000100359,ENSP00000248929
ENSG00000100095,ENSP00000248933
ENSG00000128218,ENSP00000248948
ENSG00000128228,ENSP00000248958
ENSG00000128245,ENSP00000248975
ENSG00000128283,ENSP00000249014
ENSG00000128285,ENSP00000249016
ENSG00000128310,ENSP00000249041
ENSG00000159873,ENSP00000249064
ENSG00000128340,ENSP00000249071
ENSG00000128342,ENSP00000249075
ENSG00000105819,ENSP00000249269
ENSG00000128519,ENSP00000249284
ENSG00000128534,ENSP00000249299
ENSG00000128564,ENSP00000249330
ENSG00000128578,ENSP00000249344
ENSG00000128590,ENSP00000249356
ENSG00000128594,ENSP00000249363
ENSG00000128602,ENSP00000249373
ENSG00000128617,ENSP00000249389
ENSG00000068903,ENSP00000249396
ENSG00000128654,ENSP00000249442
ENSG00000128710,ENSP00000249501
ENSG00000092531,ENSP00000249647
ENSG00000128872,ENSP00000249700
ENSG00000128917,ENSP00000249749
ENSG00000128918,ENSP00000249750
ENSG00000128944,ENSP00000249776
ENSG00000128973,ENSP00000249806
ENSG00000129048,ENSP00000249887
ENSG00000129152,ENSP00000250003
ENSG00000129173,ENSP00000250024
ENSG00000167840,ENSP00000250076
ENSG00000129226,ENSP00000250092
ENSG00000129244,ENSP00000250111
ENSG00000129245,ENSP00000250113
ENSG00000129255,ENSP00000250124
ENSG00000104415,ENSP00000250160
ENSG00000213339,ENSP00000250237
ENSG00000104626,ENSP00000250263
ENSG00000105472,ENSP00000250340
ENSG00000092009,ENSP00000250378
ENSG00000129473,ENSP00000250405
ENSG00000129514,ENSP00000250448
ENSG00000129518,ENSP00000250454
ENSG00000129521,ENSP00000250457
ENSG00000129559,ENSP00000250495
ENSG00000129562,ENSP00000250498
ENSG00000129596,ENSP00000250535
ENSG00000127314,ENSP00000250559
ENSG00000129675,ENSP00000250617
ENSG00000129824,ENSP00000250784
ENSG00000129862,ENSP00000250823
ENSG00000129864,ENSP00000250825
ENSG00000226941,ENSP00000250831
ENSG00000099875,ENSP00000250896
ENSG00000103449,ENSP00000251020
ENSG00000100722,ENSP00000251038
ENSG00000074695,ENSP00000251047
ENSG00000013523,ENSP00000251089
ENSG00000070729,ENSP00000251102
ENSG00000072121,ENSP00000251119
ENSG00000102452,ENSP00000251127
ENSG00000103184,ENSP00000251170
ENSG00000105717,ENSP00000251203
ENSG00000108406,ENSP00000251241
ENSG00000105429,ENSP00000251268
ENSG00000132207,ENSP00000251303
ENSG00000090661,ENSP00000251363
ENSG00000104974,ENSP00000251372
ENSG00000037042,ENSP00000251412
ENSG00000131462,ENSP00000251413
ENSG00000109805,ENSP00000251496
ENSG00000135220,ENSP00000251566
ENSG00000087116,ENSP00000251582
ENSG00000103245,ENSP00000251588
ENSG00000188536,ENSP00000251595
ENSG00000072756,ENSP00000251607
ENSG00000067248,ENSP00000251636
ENSG00000108771,ENSP00000251642
ENSG00000112379,ENSP00000251691
ENSG00000114520,ENSP00000251775
ENSG00000048392,ENSP00000251810
ENSG00000042429,ENSP00000251871
ENSG00000102098,ENSP00000251900
ENSG00000074319,ENSP00000251968
ENSG00000101452,ENSP00000252011
ENSG00000100991,ENSP00000252015
ENSG00000077800,ENSP00000252037
ENSG00000112659,ENSP00000252050
ENSG00000131495,ENSP00000252102
ENSG00000100056,ENSP00000252137
ENSG00000204516,ENSP00000252229
ENSG00000186081,ENSP00000252242
ENSG00000167768,ENSP00000252244
ENSG00000130035,ENSP00000252318
ENSG00000130037,ENSP00000252321
ENSG00000130176,ENSP00000252456
ENSG00000130202,ENSP00000252483
ENSG00000130203,ENSP00000252486
ENSG00000130222,ENSP00000252506
ENSG00000130227,ENSP00000252512
ENSG00000130254,ENSP00000252542
ENSG00000130287,ENSP00000252575
ENSG00000130303,ENSP00000252593
ENSG00000130304,ENSP00000252595
ENSG00000130307,ENSP00000252597
ENSG00000130312,ENSP00000252602
ENSG00000130332,ENSP00000252622
ENSG00000130382,ENSP00000252674
ENSG00000130385,ENSP00000252677
ENSG00000130402,ENSP00000252699
ENSG00000130414,ENSP00000252711
ENSG00000130427,ENSP00000252723
ENSG00000130508,ENSP00000252804
ENSG00000130513,ENSP00000252809
ENSG00000130522,ENSP00000252818
ENSG00000130528,ENSP00000252825
ENSG00000130529,ENSP00000252826
ENSG00000105245,ENSP00000252891
ENSG00000130638,ENSP00000252934
ENSG00000130656,ENSP00000252951
ENSG00000130675,ENSP00000252971
ENSG00000130699,ENSP00000252996
ENSG00000130700,ENSP00000252997
ENSG00000130702,ENSP00000252999
ENSG00000130725,ENSP00000253023
ENSG00000130726,ENSP00000253024
ENSG00000130741,ENSP00000253039
ENSG00000130749,ENSP00000253048
ENSG00000130758,ENSP00000253055
ENSG00000130766,ENSP00000253063
ENSG00000130787,ENSP00000253083
ENSG00000130810,ENSP00000253107
ENSG00000130811,ENSP00000253108
ENSG00000130812,ENSP00000253109
ENSG00000130821,ENSP00000253122
ENSG00000130876,ENSP00000253188
ENSG00000105447,ENSP00000253237
ENSG00000130935,ENSP00000253247
ENSG00000130943,ENSP00000253255
ENSG00000130958,ENSP00000253270
ENSG00000131013,ENSP00000253329
ENSG00000125999,ENSP00000253354
ENSG00000131051,ENSP00000253363
ENSG00000131100,ENSP00000253413
ENSG00000131148,ENSP00000253457
ENSG00000131149,ENSP00000253458
ENSG00000131153,ENSP00000253462
ENSG00000131187,ENSP00000253496
ENSG00000131351,ENSP00000253669
ENSG00000131355,ENSP00000253673
ENSG00000131368,ENSP00000253686
ENSG00000131375,ENSP00000253693
ENSG00000131381,ENSP00000253699
ENSG00000131400,ENSP00000253719
ENSG00000131459,ENSP00000253778
ENSG00000131475,ENSP00000253794
ENSG00000131477,ENSP00000253796
ENSG00000131482,ENSP00000253801
ENSG00000131507,ENSP00000253814
ENSG00000131558,ENSP00000253861
ENSG00000131626,ENSP00000253925
ENSG00000131759,ENSP00000254066
ENSG00000131771,ENSP00000254079
ENSG00000131791,ENSP00000254101
ENSG00000089280,ENSP00000254108
ENSG00000131873,ENSP00000254190
ENSG00000131876,ENSP00000254193
ENSG00000131910,ENSP00000254227
ENSG00000131931,ENSP00000254250
ENSG00000131966,ENSP00000254286
ENSG00000131981,ENSP00000254301
ENSG00000132002,ENSP00000254322
ENSG00000132005,ENSP00000254325
ENSG00000132017,ENSP00000254337
ENSG00000132109,ENSP00000254436
ENSG00000091157,ENSP00000254442
ENSG00000173473,ENSP00000254480
ENSG00000132164,ENSP00000254488
ENSG00000132182,ENSP00000254508
ENSG00000132196,ENSP00000254521
ENSG00000132275,ENSP00000254605
ENSG00000132286,ENSP00000254616
ENSG00000132294,ENSP00000254624
ENSG00000253117,ENSP00000254627
ENSG00000132300,ENSP00000254630
ENSG00000132326,ENSP00000254657
ENSG00000132329,ENSP00000254661
ENSG00000132334,ENSP00000254667
ENSG00000132357,ENSP00000254691
ENSG00000132383,ENSP00000254719
ENSG00000132386,ENSP00000254722
ENSG00000132394,ENSP00000254730
ENSG00000132423,ENSP00000254759
ENSG00000132463,ENSP00000254799
ENSG00000132467,ENSP00000254803
ENSG00000132475,ENSP00000254810
ENSG00000132518,ENSP00000254854
ENSG00000132541,ENSP00000254878
ENSG00000112983,ENSP00000254900
ENSG00000132591,ENSP00000254928
ENSG00000132603,ENSP00000254940
ENSG00000132604,ENSP00000254942
ENSG00000132612,ENSP00000254950
ENSG00000101384,ENSP00000254958
ENSG00000132622,ENSP00000254963
ENSG00000132639,ENSP00000254976
ENSG00000132661,ENSP00000254998
ENSG00000132669,ENSP00000255006
ENSG00000132671,ENSP00000255008
ENSG00000132693,ENSP00000255030
ENSG00000132703,ENSP00000255040
ENSG00000132740,ENSP00000255078
ENSG00000132749,ENSP00000255087
ENSG00000132768,ENSP00000255108
ENSG00000132780,ENSP00000255120
ENSG00000132837,ENSP00000255189
ENSG00000132840,ENSP00000255192
ENSG00000132842,ENSP00000255194
ENSG00000132872,ENSP00000255224
ENSG00000132911,ENSP00000255262
ENSG00000132915,ENSP00000255266
ENSG00000132952,ENSP00000255304
ENSG00000132953,ENSP00000255305
ENSG00000133028,ENSP00000255390
ENSG00000133048,ENSP00000255409
ENSG00000133055,ENSP00000255416
ENSG00000133101,ENSP00000255465
ENSG00000133111,ENSP00000255476
ENSG00000133243,ENSP00000255608
ENSG00000133247,ENSP00000255613
ENSG00000133275,ENSP00000255641
ENSG00000133315,ENSP00000255681
ENSG00000133321,ENSP00000255688
ENSG00000133398,ENSP00000255764
ENSG00000241973,ENSP00000255882
ENSG00000133606,ENSP00000255977
ENSG00000133627,ENSP00000256001
ENSG00000133636,ENSP00000256010
ENSG00000133639,ENSP00000256015
ENSG00000133703,ENSP00000256078
ENSG00000133704,ENSP00000256079
ENSG00000147588,ENSP00000256103
ENSG00000170323,ENSP00000256104
ENSG00000133800,ENSP00000256178
ENSG00000133812,ENSP00000256190
ENSG00000133818,ENSP00000256196
ENSG00000133872,ENSP00000256255
ENSG00000133935,ENSP00000256319
ENSG00000133962,ENSP00000256343
ENSG00000213463,ENSP00000256366
ENSG00000134001,ENSP00000256383
ENSG00000134014,ENSP00000256398
ENSG00000134020,ENSP00000256404
ENSG00000134046,ENSP00000256429
ENSG00000134056,ENSP00000256441
ENSG00000134057,ENSP00000256442
ENSG00000134058,ENSP00000256443
ENSG00000134061,ENSP00000256447
ENSG00000134070,ENSP00000256458
ENSG00000134072,ENSP00000256460
ENSG00000134086,ENSP00000256474
ENSG00000134107,ENSP00000256495
ENSG00000134109,ENSP00000256497
ENSG00000134146,ENSP00000256538
ENSG00000134152,ENSP00000256544
ENSG00000134153,ENSP00000256545
ENSG00000134200,ENSP00000256592
ENSG00000134201,ENSP00000256593
ENSG00000134243,ENSP00000256637
ENSG00000134250,ENSP00000256646
ENSG00000134253,ENSP00000256649
ENSG00000134287,ENSP00000256682
ENSG00000134313,ENSP00000256707
ENSG00000134326,ENSP00000256722
ENSG00000134343,ENSP00000256737
ENSG00000134363,ENSP00000256759
ENSG00000134389,ENSP00000256785
ENSG00000134398,ENSP00000256797
ENSG00000134440,ENSP00000256854
ENSG00000134443,ENSP00000256857
ENSG00000134508,ENSP00000256925
ENSG00000134531,ENSP00000256951
ENSG00000134538,ENSP00000256958
ENSG00000134548,ENSP00000256969
ENSG00000134574,ENSP00000256996
ENSG00000086205,ENSP00000256999
ENSG00000134590,ENSP00000257013
ENSG00000134594,ENSP00000257017
ENSG00000134640,ENSP00000257068
ENSG00000134744,ENSP00000257177
ENSG00000134748,ENSP00000257181
ENSG00000134757,ENSP00000257189
ENSG00000134760,ENSP00000257192
ENSG00000134765,ENSP00000257198
ENSG00000134780,ENSP00000257215
ENSG00000134809,ENSP00000257245
ENSG00000134812,ENSP00000257248
ENSG00000134827,ENSP00000257264
ENSG00000174799,ENSP00000257287
ENSG00000134853,ENSP00000257290
ENSG00000134897,ENSP00000257336
ENSG00000134905,ENSP00000257347
ENSG00000134962,ENSP00000257408
ENSG00000134982,ENSP00000257430
ENSG00000135093,ENSP00000257548
ENSG00000135097,ENSP00000257552
ENSG00000135114,ENSP00000257570
ENSG00000135116,ENSP00000257572
ENSG00000186088,ENSP00000257626
ENSG00000135175,ENSP00000257627
ENSG00000135249,ENSP00000257700
ENSG00000112182,ENSP00000257749
ENSG00000135318,ENSP00000257770
ENSG00000135324,ENSP00000257776
ENSG00000135334,ENSP00000257787
ENSG00000135363,ENSP00000257818
ENSG00000135372,ENSP00000257829
ENSG00000135409,ENSP00000257863
ENSG00000135413,ENSP00000257867
ENSG00000135414,ENSP00000257868
ENSG00000135437,ENSP00000257895
ENSG00000135446,ENSP00000257904
ENSG00000135447,ENSP00000257905
ENSG00000135451,ENSP00000257909
ENSG00000135457,ENSP00000257915
ENSG00000135476,ENSP00000257934
ENSG00000135569,ENSP00000258034
ENSG00000135577,ENSP00000258042
ENSG00000135587,ENSP00000258052
ENSG00000115317,ENSP00000258080
ENSG00000135624,ENSP00000258091
ENSG00000204822,ENSP00000258105
ENSG00000135638,ENSP00000258106
ENSG00000135643,ENSP00000258111
ENSG00000135677,ENSP00000258145
ENSG00000135679,ENSP00000258149
ENSG00000135697,ENSP00000258168
ENSG00000135698,ENSP00000258169
ENSG00000205084,ENSP00000258173
ENSG00000135720,ENSP00000258198
ENSG00000135722,ENSP00000258200
ENSG00000135723,ENSP00000258201
ENSG00000135763,ENSP00000258243
ENSG00000135801,ENSP00000258281
ENSG00000135823,ENSP00000258301
ENSG00000135862,ENSP00000258341
ENSG00000135900,ENSP00000258383
ENSG00000135902,ENSP00000258385
ENSG00000135913,ENSP00000258399
ENSG00000135914,ENSP00000258400
ENSG00000135925,ENSP00000258411
ENSG00000135929,ENSP00000258415
ENSG00000135930,ENSP00000258416
ENSG00000135932,ENSP00000258418
ENSG00000135940,ENSP00000258424
ENSG00000135945,ENSP00000258428
ENSG00000135956,ENSP00000258439
